ID	STRUCTURE	FREQUENCY	Bana	BiaoMin	CentralGuizhouChuanqiandian	Chuanqiandian	EasternBahen	EasternLuobuohe	EasternQiandong	EasternXiangxi	Numao	WesternBaheng	WesternLuobuohe	WesternQiandong	WesternXiangxi	Younuo	ZaoMin	COGNATESETS	CONCEPTS
586-4	i	4	l	ɬ	ɬ	ɬ	ɬ	ɬ	l	ɬ	ɬ	ɬ	ɬ	l	ɬ	l	l	4698:0, 501:0, 4060:0, 10476:0	bamboo / fox / hammer / iron / undress (take off clothes)
1106-4	i	4	l	Ø	ɬ	l	l	Ø	l	ɬ	ɬ	l	ˀl	l	ɬʲ	l	l	7288:0, 3864:0, 3916:0, 7520:0	flow / fly (insect) / peel (something) / pull
401-3	i	3	l	l	ɬ	ɬ	ɬ	ɬ	l	l	ɬ	ɬ	ɬ	l	ɬ	l	l	6233:0, 1965:0, 5646:0	clean / lazy / moon
602-3	i	3	l	ɬ	l	l	l	ʁ	l	l	l	l	l	l	l	l	l	1472:0, 7200:0, 2473:0	candle / crow / peanut
796-3	i	3	l	k	Ø	l	l	l	l	l	Ø	l	l	ɬ	ɬ	l	Ø	114:0, 7967:0, 3957:0	a deaf person / foot / round
1048-3	i	3	l	Ø	l	l	ɬ	ˀl	l	l	l	l	l	l	l	l	Ø	1302:0, 6089:0, 3668:0	bury / fight / mat / rob (somebody)
1228-3	i	3	l	l	l	Ø	Ø	l	Ø	l	l	l	q	ɬ	Ø	l	Ø	2851:0, 8144:0, 2171:0	collar / dirty / scale
1370-3	i	3	l	Ø	n	n	ȵ	Ø	ŋ	Ø	ŋ	ȵ	n	Ø	n	n	n	2154:0, 9823:0, 11256:0	a lame person / cold / that / younger sister
631-2	i	2	l	Ø	ɬ	ɬ	ɬ	l	Ø	ɬ	ɬ	ɬ	ɬ	l	ɬ	ɬ	Ø	1091:0, 9613:0	brains / sweat
1001-2	i	2	l	Ø	ɬ	ɬ	l	l	l	Ø	Ø	-	l	l	Ø	l	Ø	2124:0, 8999:0	coffin / sorghum
5-1	i	1	l	ɬ	ɬ	ɬ	ɬ	ɬ	l	ɬ	l	ɬ	ɬ	l	l	l	l	816:0	big (large)
29-1	i	1	l	ɬ	ɬ	ɬ	ɬ	ɬ	l	ɬ	Ø	ɬ	ɬ	l	ɬ	l	ɬ	1495:0	cane/ vine / rope
444-3	i	3	kʰ	ts	qʰ	qʰ	qʰ	qʰ	qʰ	k	kʰ	qʰ	qʰ	qʰ	qʰ	Ø	tɕ	6790:0, 835:0, 9523:0	bind (tie up) / cave/ hole / nose / stupid
1282-3	i	3	kʰ	kʰ	ⁿkʰ	ⁿkʰ	qʰ	ⁿkʰ	qʰ	kʰ	x	qʰ	ⁿkʰ	q	ⁿkʰ	kʰ	Ø	7129:0, 803:0, 2353:0	bend (curved) / cough / pants/ trousers
220-2	i	2	kʰ	kʰ	qʰ	qʰ	qʰ	Ø	k	qʰ	ⁿkʰ	qʰ	Ø	k	qʰ	kʰ	g	9923:0, 7029:0	dry / open (a door) / thin (slim)
422-2	i	2	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	qʰ	Ø	kʰ	kʰ	kʰ	qʰ	kʰ	Ø	3349:0, 5169:0	empty / hot
339-1	i	1	kʰ	g	ⁿq	ⁿq	ⁿq	ⁿɢ	Ø	Ø	Ø	Ø	ⁿɢ	Ø	Ø	Ø	Ø	2831:0	diligent
1081-1	i	1	kʰ	Ø	Ø	Ø	Ø	k	Ø	Ø	Ø	q	q	Ø	Ø	Ø	Ø	5168:0	hot
614-8	i	8	k	tɕ	q	q	q	q	q	q	k	q	q	q	q	k	k	1741:0, 4519:0, 3463:0, 6444:0, 10489:0, 3510:0, 1093:0, 2092:0	brains / chicken / cock / eye / fall over/ down / grandfather / mud / old man / untie
574-7	i	7	k	k	q	ʈʂʰ	q	q	q	k	k	q	q	q	q	k	k	462:0, 3689:0, 4515:0, 7906:0, 9300:0, 4025:0, 6374:0	ash / bad / belly / bone / branch/ twig / bull / cat / chaff/ bran / drum / file / forget / grandfather / hook / intestine / leaf / mouse / root / seed / sparrow / star / stone / wall / yesterday
327-6	i	6	k	k	k	k	k	q	k	k	k	k	q	k	k	k	k	2510:0, 10702:0, 7539:0, 22:0, 9635:0, 10422:0	(wind) blow / cucumber / pumpkin / sweep / umbrella / water melon
632-4	i	4	k	k	q	qʰ	k	q	k	q	k	q	q	ɬ	q	k	k	2912:0, 10156:0, 8490:0, 4063:0	dog / fox / shoulder / toilet
991-4	i	4	k	g	k	ⁿk	ⁿk	k	k	kʰ	k	q	k	q	ⁿq	kʰ	k	6480:0, 6970:0, 3917:0, 8652:0	fly (insect) / nail / oneself / sing
1188-4	i	4	k	kʰ	ⁿk	Ø	q	k	k	g	k	q	tsʰ	k	k	k	tɕ	2439:0, 9266:0, 2544:0, 7968:0	crab / cupboard / round / shrimp / stand up
92-3	i	3	k	k	q	q	q	q	q	q	k	q	q	q	q	k	k	4923:0, 1374:0, 6866:0	buttocks / hen / old (aged)
368-3	i	3	k	k	k	tɕ	k	q	f	q	k	k	q	k	q	k	k	3551:0, 7173:0, 273:0	and / far/ distant / peach
407-3	i	3	k	k	q	q	q	q	k	q	k	q	q	k	q	k	ts	3262:0, 5598:0, 7005:0	egg / husband / last year / onion/ scallion / snow
452-3	i	3	k	k	q	q	k	q	q	q	k	k	q	q	k	k	k	4116:0, 4324:0, 9100:0	frog / give / speak
471-3	i	3	k	-	k	q	k	ʁ	f	q	k	k	ʁ	k	k	k	v	1181:0, 1610:0, 3027:0	bright / cattle (bos taurus) / drunk / yellow
707-3	i	3	k	k	q	Ø	k	q	k	k	Ø	q	χ	k	q	k	k	3300:0, 8998:0, 6043:0	elder brother / maize/ corn / owl / sorghum
827-3	i	3	k	k	ⁿk	ⁿʈʂ	q	q	k	k	ⁿk	q	k	k	q	k	k	958:0, 3194:0, 4284:0	bed / boat / earthen jar / earthworm / girl / gong / hat / lock / mountain / scissors / village / winnowing fan
962-3	i	3	k	kʰ	q	Ø	q	z	q	q	k	tɕ	Ø	q	q	kʰ	k	7603:0, 4241:0, 10867:0	garlic / nasal mucus / quilt / where
1079-3	i	3	k	Ø	q	Ø	ⁿk	ⁿɢ	s	z	s	Ø	ⁿɢ	s	Ø	Ø	Ø	4466:0, 2155:0, 9344:0	cold / goose / step
1100-3	i	3	k	k	k	Ø	q	k	k	qʰ	kʰ	q	k	kʰ	q	k	Ø	8099:0, 1286:0, 975:0	boiled water / burn / claw (talon) / have a fever / sand / smoke
1132-3	i	3	k	k	Ø	k	k	k	q	kʰ	k	Ø	Ø	k	k	k	k	9453:0, 7046:0, 2005:0	close (the door) / outside / story
1311-3	i	3	k	ts	Ø	ts	t	tsʰ	ts	tsʰ	ⁿk	q	ⁿdz	t	tsʰ	t	Ø	8096:0, 5565:0, 9070:0	lard (pig fat) / sand / sparrow
1363-3	i	3	k	Ø	q	q	qʰ	Ø	q	qʰ	Ø	Ø	x	qʰ	k	kʰ	Ø	1373:0, 4816:0, 541:0	be hungry / buttocks / head
153-2	i	2	k	k	k	k	q	tɕ	k	k	k	q	tɕ	k	k	k	ts	7866:0, 1048:0	bow / road
185-2	i	2	k	k	q	q	q	q	q	d	k	q	q	q	tɕ	k	k	9650:0, 5860:0	liquor (sweet) / sweet
308-2	i	2	k	k	q	q	ʑ	tɕ	k	q	k	q	tɕ	k	q	Ø	k	7839:0, 2964:0	crab / dragonfly / river snails
458-2	i	2	k	k	q	q	Ø	q	Ø	q	v	q	ⁿqʰ	q	q	k	k	10956:0, 9343:0	old lady / step / wife
476-2	i	2	k	Ø	q	ʈʂʰ	Ø	qʰ	q	k	ⁿk	k	q	q	q	k	Ø	10253:0, 2174:0	collar / leg / tongue
496-2	i	2	k	k	Ø	k	q	tɕ	Ø	kʰ	k	k	tɕ	Ø	ʂ	k	k	8523:0, 2006:0	close (the door) / shrimp
502-2	i	2	k	Ø	k	k	qʰ	k	Ø	q	k	q	k	q	ⁿqʰ	k	Ø	1555:0, 6156:0	carry on shoulder / middle
706-2	i	2	k	k	q	ⁿʈʂ	q	k	q	k	k	q	k	q	q	kʰ	k	10526:0, 5122:0	ear / horn (of cow) / mouth / vegetable knife
723-2	i	2	k	Ø	k	q	ts	q	Ø	k	k	t	q	ɬ	q	kʰ	k	4721:0, 82:0	a blind person / coffin / hammer / hand
734-2	i	2	k	k	q	ⁿq	ⁿq	q	qʰ	g	kʰ	Ø	q	Ø	q	k	Ø	5082:0, 4486:0	gourd / hook
776-2	i	2	k	k	q	qʰ	kʰ	Ø	q	k	k	q	Ø	qʰ	k	k	g	5348:0, 1454:0	can (jar) / inside / neck
975-2	i	2	k	x	q	q	ⁿq	Ø	k	ɕ	k	Ø	Ø	k	ʂ	s	ts	6000:0, 7588:0	low (short) / quick/ fast
12-1	i	1	k	k	k	k	q	tɕ	k	k	k	q	tɕ	k	c	k	ts	5329:0	insect (worm)
25-1	i	1	k	k	k	tɬ	k	q	f	kʰ	k	k	qʰ	k	k	k	k	10937:0	wide
31-1	i	1	k	k	ⁿq	ⁿq	k	ⁿq	Ø	k	ⁿk	qʰ	ⁿq	q	ⁿq	k	k	2931:0	dove
252-1	i	1	k	Ø	k	k	Ø	k	Ø	Ø	tɕ	Ø	Ø	tɕ	k	Ø	k	11252:0	younger brother / younger sister
1084-1	i	1	k	Ø	ⁿk	Ø	Ø	Ø	Ø	Ø	Ø	k	Ø	Ø	ⁿq	Ø	Ø	5551:0	lack (not have)
1018-10	i	10	h	Ø	h	h	h	χ	h	h	h	h	χ	h	h	h	s	2988:0, 10556:0, 253:0, 2291:0, 7205:0, 291:0, 3665:0, 3451:0, 9674:0, 10618:0	alive (living) / angular / cook (boil) / drink / extinguish / fight / peanut / rob (somebody) / sweet potato / very / walk
1286-6	i	6	h	x	ʂ	ʂ	h	ʔ	h	h	Ø	ʔ	ʔ	ʔ	h	h	h	87:0, 6558:0, 5187:0, 2350:0, 6208:0, 10449:0	a blind person / cough / cucumber / flour / hot pepper/ chili / monkey / nasal mucus / sand / tea / thief / under
896-3	i	3	h	Ø	h	h	h	x	h	ʑ	Ø	h	x	h	h	h	h	7667:0, 4670:0, 8522:0	hair / rainbow / shrimp
1359-3	i	3	h	ɕ	sʰ	ʂ	s	s	Ø	s	Ø	s	s	s	ɕ	h	ʑ	5820:0, 3026:0, 204:0	afternoon / drunk / light (weight)
166-1	i	1	h	Ø	Ø	Ø	h	Ø	h	Ø	Ø	h	ʔ	h	ɕ	h	h	8439:0	shoe
992-4	i	4	g	dʑ	ⁿq	ⁿq	ⁿq	ⁿɢ	qʰ	k	ⁿk	q	ⁿɢ	q	q	k	g	6136:0, 4395:0, 3842:0, 10596:0	column / flour / go downstairs / meat / spoon / vomit
1095-3	i	3	g	k	q	k	Ø	q	q	g	Ø	tɕ	q	q	q	k	k	1498:0, 1538:0, 2152:0	cane/ vine / carry / cold / firewood / fruit / grass / grave / rope / stove / tail
333-2	i	2	g	Ø	ⁿqʰ	ⁿqʰ	qʰ	ⁿqʰ	qʰ	qʰ	ⁿkʰ	qʰ	Ø	k	ⁿqʰ	kʰ	Ø	613:0, 9543:0	be thirsty / sun
456-2	i	2	g	Ø	q	q	qʰ	q	q	k	k	q	q	q	q	k	Ø	8726:0, 4565:0	grape / skin
489-2	i	2	g	Ø	ⁿʈʂ	tɕ	tɕ	tɕ	tɕ	tɕ	ⁿt	-	tɕ	tɕ	c	k	ʑ	3189:0, 7050:0	earthworm / outside
1145-2	i	2	g	Ø	ⁿk	Ø	-	ⁿɢ	Ø	q	ⁿk	-	ⁿɢ	kʰ	Ø	Ø	v	2637:0, 8247:0	day / scratch
163-1	i	1	g	dʑ	ⁿq	ⁿq	ⁿq	ⁿɢ	Ø	Ø	ⁿk	Ø	k	Ø	Ø	Ø	g	7454:0	pork
348-1	i	1	g	Ø	ⁿq	ⁿq	ⁿqʰ	ⁿɢ	Ø	Ø	ⁿk	Ø	ⁿɢ	Ø	Ø	Ø	Ø	6538:0	narrow
508-1	i	1	g	Ø	ⁿk	Ø	ⁿk	ⁿɢ	Ø	Ø	Ø	Ø	ⁿɢ	ɣ	Ø	Ø	Ø	1592:0	catch
1293-4	i	4	f	b	p	v	f	Ø	f	f	kʰ	Ø	Ø	fʰ	p	f	b	5819:0, 5287:0, 1662:0, 3816:0	chaff/ bran / float / husband / light (weight)
1046-3	i	3	f	b	Ø	f	ⁿp	f	f	f	Ø	m	f	fʰ	ⁿp	m	f	287:0, 4484:0, 4780:0	angular / gourd / have a fever
1191-2	i	2	f	p	ⁿp	Ø	Ø	pʰ	p	f	pʰ	Ø	Ø	p	p	Ø	p	1099:0, 8597:0	brains / head / side
155-1	i	1	f	Ø	h	Ø	h	ʔ	Ø	h	Ø	h	ʔ	ɕʰ	h	Ø	Ø	2324:0	cotton
603-3	i	3	dʑ	dz	Ø	ⁿʈʂ	ⁿtɕ	ⁿts	Ø	z	ⁿts	Ø	ⁿts	ɕ	ⁿtɕ	Ø	Ø	8053:0, 8403:0, 8075:0	salt / salty / sharp
96-2	i	2	dʑ	s	ⁿsʰ	ⁿʈʂʰ	ⁿtɕʰ	ⁿtsʰ	ɕ	tsʰ	ⁿtsʰ	Ø	ⁿtsʰ	ɕʰ	ⁿtɕʰ	tsʰ	ʑ	923:0, 3612:0	blood / fear (be afraid)
226-2	i	2	dʑ	t	ⁿtɕ	ⁿtɕ	ⁿk	ⁿtɕ	tɕ	g	ⁿtɕ	Ø	ⁿtɕ	tɕ	ⁿk	tsʰ	k	6462:0, 2816:0	dig / mushroom
639-2	i	2	dʑ	ʑ	ⁿtɕ	ⁿtɕ	Ø	ⁿdʑ	ts	ts	tɕ	tɕ	tɕ	tɕ	c	s	Ø	2208:0, 9459:0	column / story
881-2	i	2	dʑ	t	ⁿtɕ	ⁿtɕ	ⁿtɕ	ⁿdʑ	tʰ	d	t	t	ⁿdʑ	Ø	ʈ	Ø	Ø	9503:0, 2966:0	dragonfly / straight
924-2	i	2	dʑ	Ø	ⁿk	ⁿk	ⁿkʰ	ⁿg	Ø	Ø	Ø	Ø	ⁿg	Ø	Ø	Ø	l	1893:0, 5648:0	classifier for pairs / lazy
934-2	i	2	dʑ	d	tʰ	ʈʂʰ	ⁿtɕʰ	tsʰ	Ø	d	ⁿtɕʰ	ȵ̊	tsʰ	Ø	ʈʰ	t	ʑ	8172:0, 5803:0	lift (with hand) / scales
78-1	i	1	dʑ	s	ⁿtɕ	ⁿtɕ	ⁿtɕ	ⁿtɕ	tɕ	Ø	ⁿtɕ	Ø	ⁿtɕ	tɕ	ⁿtɕ	Ø	h	1987:0	climb (a tree) / go upstairs
504-1	i	1	dʑ	dz	Ø	Ø	ⁿk	ⁿg	Ø	Ø	Ø	Ø	ⁿg	Ø	Ø	Ø	d	956:0	boat
33-1	i	1	dz	d	n	ⁿts	ⁿts	ⁿts	ts	z	Ø	ȵ	ⁿts	s	ⁿts	t	d	3152:0	early
52-1	i	1	dz	dz	n	ⁿts	ⁿts	ⁿts	ts	z	ⁿts	Ø	ⁿts	s	ⁿts	t	d	10667:0	wash (dishes)
180-5	i	5	d	d	t	t	t	t	t	t	t	t	t	t	t	t	t	2709:0, 11036:0, 6262:0, 7203:0, 4001:0	deep / forenoon / morning / peanut / wing
1307-5	i	5	d	tɕ	tʰ	ⁿt	t	t	t	d	Ø	t	t	t	t	tʰ	t	7867:0, 10631:0, 1615:0, 5945:0, 8387:0	cattle (bos taurus) / evening / look for / road / shallow / straight / wall
1284-4	i	4	d	b	ⁿp	ⁿp	p	ⁿb	Ø	pʰ	ⁿpʰ	p	ⁿb	m	pʰ	Ø	b	4353:0, 4516:0, 5691:0, 5190:0	glutinous rice / grandfather / hot pepper/ chili / leech
271-3	i	3	d	d	ⁿt	ⁿt	t	ⁿt	t	d	ⁿt	t	ⁿt	t	ⁿt	Ø	d	5927:0, 1125:0, 3819:0	branch/ twig / coffin / float / long / tree
552-3	i	3	d	t	ⁿt	ⁿʈ	ⁿt	ⁿʈ	t	Ø	ⁿt	s	ⁿʈ	t	ⁿʈ	ŋ	ts	6157:0, 4080:0, 9612:0	fragrant (smell) / middle / sweat
1208-3	i	3	d	pʰ	ⁿp	ⁿp	pʰ	ⁿb	p	Ø	p	p	ⁿb	Ø	p	Ø	Ø	2386:0, 5662:0, 4614:0	cover up (objects) / grave / leaf
1279-3	i	3	d	d	ⁿʈʂ	ʈʂ	ts	ts	tɕ	tɕʰ	Ø	t	ts	ʑ	tɕ	t	Ø	10897:0, 3005:0, 11092:0	branch/ twig / drum / what / which / wood
1281-3	i	3	d	tʰ	tɕʰ	ʈʰ	t	ʈʰ	t	t	ⁿt	t	ⁿʈ	t	ʈ	Ø	d	1195:0, 5356:0, 9168:0	broom / inside / spin (into yarn)
1324-3	i	3	d	t	ⁿʈʂ	ⁿʈ	t	t	Ø	tɕ	t	Ø	Ø	l	Ø	k	t	3509:0, 1713:0, 5351:0	chest / fall over/ down / inside
101-2	i	2	d	t	ⁿt	ⁿt	ⁿt	ⁿt	t	d	ⁿt	Ø	ⁿt	t	ⁿt	Ø	Ø	1026:0, 10769:0	book / paper / weave
356-2	i	2	d	t	ⁿt	ⁿt	ⁿt	ⁿt	t	tʰ	ⁿt	t	ⁿt	t	tɕ	t	Ø	6587:0, 521:0	be (copula) / be not (negated copula) / navel
844-2	i	2	d	Ø	tʰ	ʈ	ts	t	t	d	Ø	t	ʈ	t	ⁿʈ	Ø	Ø	7722:0, 1095:0	brains / return
972-2	i	2	d	Ø	t	t	ⁿt	Ø	t	t	t	Ø	ⁿʈ	t	t	tʰ	d	3997:0, 9896:0	forenoon / noon / thief
1381-2	i	2	d	t	Ø	ʈ	tʰ	Ø	Ø	tʰ	Ø	Ø	ⁿtʰ	Ø	Ø	Ø	Ø	10397:0, 7993:0	run / ugly
349-1	i	1	d	t	ⁿt	ⁿt	Ø	ⁿʈ	Ø	Ø	Ø	Ø	ⁿʈ	t	Ø	Ø	Ø	8458:0	hit (a person) / shoot (an arrow)
523-1	i	1	d	Ø	Ø	Ø	Ø	ʈ	Ø	tɕ	Ø	Ø	ʈ	Ø	Ø	tʰ	d	10332:0	turn around
1342-1	i	1	d	Ø	Ø	Ø	Ø	ⁿt	Ø	Ø	Ø	Ø	ⁿdz	Ø	Ø	Ø	Ø	10523:0	vegetable knife
1160-5	i	5	b	b	ⁿp	ⁿp	ⁿp	p	p	b	pʰ	m	p	p	p	p	b	1338:0, 4992:0, 9140:0, 10046:0, 8145:0	butterfly / hit (a person) / scale / spider / thunder
139-4	i	4	b	b	ⁿp	Ø	ⁿp	ⁿb	Ø	Ø	ⁿp	Ø	ⁿb	p	p	Ø	b	3123:0, 6556:0, 8150:0, 6791:0	ear / fish / nasal mucus / nose / scale
478-4	i	4	b	b	ⁿp	ⁿp	ⁿpʰ	ⁿb	Ø	m	ⁿp	Ø	ⁿb	m	m	m	b	9117:0, 3529:0, 10252:0, 119:0	a deaf person / fan (can be held by single hand) / spicy / tongue
98-3	i	3	b	b	ⁿp	ⁿp	ⁿp	ⁿp	p	b	ⁿp	m	ⁿp	p	ⁿp	p	b	8889:0, 7455:0, 6515:0	name / pork / snow
655-3	i	3	b	p	pʰ	p	pʰ	p	p	p	p	pʰ	p	p	p	p	b	7374:0, 1986:0, 2963:0	climb (a tree) / dragonfly / plane
100-2	i	2	b	m̥	ⁿp	ⁿp	ⁿp	ⁿp	p	b	ⁿp	m	ⁿp	p	ⁿp	m	m	7458:0, 5566:0	lard (pig fat) / pig / pork
697-2	i	2	b	b	ⁿp	Ø	ⁿpʰ	ⁿb	pʰ	pʰ	pʰ	m̥	ⁿb	Ø	ⁿpʰ	pʰ	b	308:0, 1663:0	ant / chaff/ bran
509-1	i	1	b	Ø	p	Ø	Ø	ⁿb	Ø	Ø	Ø	Ø	ⁿb	Ø	p	Ø	b	1714:0	chest
1386-3	i	3	-	Ø	ʈʂ	tɕ	ʑ	ʑ	ʑ	s	Ø	Ø	ʐ	s	ɕ	ʔ	ʔ	5569:0, 8354:0, 10195:0	lard (pig fat) / shadow / tomorrow
838-2	i	2	-	tsʰ	s	ʈʂ	Ø	ts	ʑ	-	Ø	Ø	ts	ɕ	tɕ	s	Ø	461:0, 2040:0	bad / cloud / ugly
68-1	c	1	ŋ̩	Ø	-	-	ŋ	n	n	-	-	Ø	n	n	-	-	m	9327:3	steal
385-41	c	41	ŋ	-	-	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	1002:3, 3349:3, 287:2, 3997:3, 691:2, 2637:3, 7436:2, 776:2, 1048:3, 1304:3, 4337:2, 5291:2, 5662:3, 7672:3, 9300:2, 291:3, 671:2, 1319:2, 1862:2, 2044:2, 2681:2, 3173:2, 4179:2, 5356:3, 6072:2, 8337:2, 8801:2, 8844:2, 209:2, 743:2, 2152:3, 2727:2, 3222:2, 3572:2, 4324:2, 4866:2, 6642:3, 7050:2, 7077:2, 9344:2, 10736:2	afternoon / angular / bear / bed / bee / belly / bone / bow / bury / busy / classifier for birds / cloud / cold / day / day after tomorrow / defecate / earthen jar / easy / empty / fat / forenoon / frost / give / give birth / heart / husband / inside / leaf / many / neck / noon / outside / owl / pee / pond / rainbow / sew (up) / sleeve / smoke / star / step / we
898-8	c	8	ŋ	n	-	-	ŋ	ŋ	ŋ	ŋ	-	ŋ	ŋ	ŋ	ŋ	ŋ	n	3246:2, 3571:3, 3026:2, 7588:2, 538:2, 1878:2, 6974:3, 11206:2	be hungry / classifier for clothing / drunk / eat / fat / oneself / quick/ fast / you (singular)
136-5	c	5	ŋ	n	-	ŋ	ŋ	ŋ	-	-	-	ŋ	ŋ	-	-	ŋ	ŋ	10683:2, 9717:2, 6670:3, 4448:2, 3492:2	boiled water / fall / good / needle / swim / water
190-4	c	4	ŋ	-	-	ŋ	-	n	n	-	n	-	n	-	-	n	ŋ	5329:3, 8625:3, 5804:2, 9612:2	insect (worm) / lift (with hand) / sieve / sweat / winnowing fan
266-4	c	4	ŋ	ŋ	-	ŋ	ŋ	n	n	-	n	ŋ	n	-	n	-	ŋ	3193:2, 6373:3, 2964:3, 1538:2	carry / crab / dragonfly / earthworm / mouse / snake
370-4	c	4	ŋ	-	-	-	-	-	n	-	-	-	-	-	-	n	ŋ	4116:3, 6558:2, 22:3, 1610:3	(wind) blow / cattle (bos taurus) / cucumber / frog / nasal mucus / sand / tea
615-4	c	4	ŋ	n	-	n	ŋ	n	n	n	n	ŋ	n	n	-	n	n	5786:2, 7967:3, 3835:2, 4242:2	flour / garlic / letter / round
646-4	c	4	ŋ	n	-	ŋ	-	-	n	ŋ	n	-	-	-	ŋ	n	m	9650:3, 5860:3, 7993:2, 10449:2	liquor (sweet) / run / sweet / under
672-4	c	4	ŋ	ŋ	Ø	ŋ	ŋ	ŋ	ŋ	n	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	6157:3, 1962:2, 9296:3, 2830:2	clean / diligent / middle / star
678-4	c	4	ŋ	n	-	-	Ø	-	n	-	-	-	n	-	-	-	m	2493:3, 8597:3, 3304:2, 10299:3	cry / elder brother / side / touch (stroke)
1043-4	c	4	ŋ	ŋ	-	-	ŋ̩	-	-	ȵ	Ø	ŋ	-	-	-	-	ŋ	5050:2, 1422:2, 6045:2, 7046:2	calf / cattle (bos taurus) / cooked rice / hoof / maize/ corn / outside
122-3	c	3	ŋ	ŋ	-	ŋ	-	n	n	-	n	-	ŋ	-	-	n	ŋ	10937:3, 3883:3, 10523:2	flower / vegetable knife / wide
265-3	c	3	ŋ	n	-	ŋ	ŋ	ŋ	ŋ	-	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	7904:2, 114:3, 5945:2	a deaf person / look for / root
276-3	c	3	ŋ	ŋ	-	ŋ	-	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	n	8321:2, 7003:3, 7540:3	onion/ scallion / pumpkin / seven
284-3	c	3	ŋ	n	-	-	ŋ	ŋ	ŋ	-	-	ŋ	ŋ	ŋ	-	n	ŋ	6790:2, 8692:2, 5881:2	cave/ hole / liver / nose / sit
399-3	c	3	ŋ	ŋ	Ø	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	-	-	ŋ	ŋ	5958:2, 956:2, 9674:2	boat / loose / sweet potato
432-3	c	3	ŋ	ŋ	-	-	-	ŋ	ŋ	ŋ	-	-	ŋ	ŋ	ŋ	ŋ	ŋ	210:2, 4515:3, 5565:3	afternoon / bull / evening / grandfather / lard (pig fat)
539-3	c	3	ŋ	ŋ	Ø	ŋ	ŋ	n	n	ŋ	n	ŋ	n	ŋ	ŋ	ŋ	ŋ	8523:3, 715:3, 1373:2	bedbug / buttocks / shrimp
143-2	c	2	ŋ	ŋ	-	Ø	-	n	n	-	n	-	n	-	-	n	ŋ	1181:3, 6234:3	bright / moon / yellow
175-2	c	2	ŋ	n	-	-	ŋ	-	ŋ	ŋ	-	ŋ	-	ŋ	ŋ	ŋ	m	4843:2, 2154:2	cold / hear
289-2	c	2	ŋ	Ø	-	ŋ	-	n	ŋ	-	n	-	n	n	-	Ø	-	3900:3, 2176:2	collar / fly
364-2	c	2	ŋ	-	-	-	ŋ	-	ŋ	ŋ	Ø	ŋ	ŋ	ŋ	ŋ	Ø	-	4021:2, 7722:3	forget / return
365-2	c	2	ŋ	n	-	-	-	ŋ	Ø	ŋ	Ø	-	Ø	ŋ	ŋ	ŋ	n	8550:2, 3509:3	fall over/ down / sick
379-2	c	2	ŋ	n	-	Ø	ŋ	ŋ	-	ȵ	-	ŋ	-	-	-	ŋ	Ø	2744:2, 5123:2	dew / horn (of cow)
394-2	c	2	ŋ	-	-	ŋ	-	ŋ	Ø	n	-	Ø	ŋ	-	-	n	n	7337:3, 10332:3	pillow / turn around
445-2	c	2	ŋ	n	-	ŋ	ŋ	n	ŋ	ŋ	ŋ	ŋ	-	ŋ	ŋ	-	Ø	1:2, 2512:3	(rain) fall / cucumber / rain
475-2	c	2	ŋ	Ø	-	Ø	-	-	ŋ	ŋ	-	-	n	-	-	ŋ	Ø	6888:2, 8023:2	mother / old lady / saliva
499-2	c	2	ŋ	Ø	-	ŋ	ŋ	-	-	Ø	-	ŋ	n	-	Ø	n	Ø	10275:2, 591:2	be shy/bashful / tooth
916-2	c	2	ŋ	-	Ø	n	-	-	ŋ	ŋ	Ø	Ø	Ø	ŋ	ŋ	ŋ	ŋ	4904:2, 6294:2	heavy (in taste) / mosquito
1000-2	c	2	ŋ	n	Ø	Ø	ŋ	-	n	n	Ø	ŋ	n	ŋ	Ø	n	Ø	1717:2, 4863:2	chest / heart
66-1	c	1	ŋ	n	Ø	Ø	ŋ	-	-	-	-	ŋ	-	-	-	ŋ	n	7816:2	river / sweat
80-1	c	1	ŋ	Ø	-	ŋ	n	n	n	Ø	n	Ø	n	-	n	-	m	2615:3	daughter-in-law
82-1	c	1	ŋ	Ø	Ø	ŋ	ŋ	n	ŋ	ŋ	Ø	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	3189:3	earthworm
131-1	c	1	ŋ	-	-	n	-	Ø	ŋ	Ø	ŋ	ŋ	Ø	Ø	Ø	-	-	8322:3	seven / twenty
158-1	c	1	ŋ	Ø	Ø	ŋ	Ø	n	n	ŋ	Ø	Ø	Ø	n	n	ŋ	ŋ	2878:3	dissolve
165-1	c	1	ŋ	Ø	Ø	ŋ	ŋ	ŋ	-	Ø	Ø	ŋ	ŋ	Ø	ŋ	ŋ	Ø	7668:2	rainbow
235-1	c	1	ŋ	ŋ	Ø	-	ŋ̩	Ø	Ø	ȵ	n	ŋ̩	Ø	Ø	Ø	Ø	ŋ	2404:2	cow
