ID	STRUCTURE	FREQUENCY	Bana	BiaoMin	CentralGuizhouChuanqiandian	Chuanqiandian	EasternBahen	EasternLuobuohe	EasternQiandong	EasternXiangxi	Numao	WesternBaheng	WesternLuobuohe	WesternQiandong	WesternXiangxi	Younuo	ZaoMin	COGNATESETS	CONCEPTS
342-1	c	1	ŋ	Ø	Ø	Ø	-	Ø	n	-	Ø	-	Ø	Ø	ŋ	Ø	n	4240:3	garlic
758-1	c	1	ŋ	ŋ	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	n	Ø	n	Ø	8144:3	scale
320-2	c	2	Ø	-	-	-	-	-	-	-	ŋ	-	-	-	ŋ	Ø	-	744:2, 1895:2	bee / classifier for pairs
381-2	c	2	Ø	-	-	-	-	ŋ	Ø	ŋ	ŋ	-	ŋ	Ø	ŋ	n	ŋ	3918:2, 1879:3	classifier for clothing / fly (insect)
382-2	c	2	Ø	-	-	-	-	-	-	Ø	Ø	ŋ	-	-	-	-	-	5443:3, 3817:3	float / jump
582-2	c	2	Ø	ŋ	-	n	Ø	n	-	n	n	ŋ	n	-	n	ŋ	ŋ	5597:2, 10556:3	last year / next year / very
687-2	c	2	Ø	Ø	-	ŋ	ŋ	ŋ	-	ŋ	-	Ø	ŋ	Ø	ŋ	-	Ø	6297:2, 2858:2	dirty / mosquito
853-2	c	2	Ø	-	Ø	-	m	n	ŋ	ŋ	Ø	-	ŋ	ŋ	-	Ø	-	11204:2, 9385:2	stinky (smell) / you (singular)
79-1	c	1	Ø	ŋ	-	Ø	ŋ	ŋ	ŋ	ŋ	n	ŋ	n	Ø	ŋ	ŋ	n	2172:3	collar / neck
105-1	c	1	Ø	Ø	-	-	ŋ	-	-	-	Ø	-	-	-	-	-	Ø	5385:3	calf / girl / intestine
112-1	c	1	Ø	n	Ø	Ø	ŋ	-	-	-	-	ŋ	-	-	-	Ø	ŋ	10981:2	saliva / soup / well / wind
157-1	c	1	Ø	Ø	-	-	Ø	-	-	-	n	-	-	-	Ø	Ø	Ø	2801:2	difficult / easy / sing / weave
232-1	c	1	Ø	-	Ø	Ø	Ø	Ø	-	-	-	-	Ø	Ø	ŋ	-	-	1569:3	cat
237-1	c	1	Ø	n	-	ŋ	Ø	n	ŋ	Ø	Ø	Ø	Ø	-	ŋ	Ø	m	4591:2	grass / sister-in-law (older brother's wife)
251-1	c	1	Ø	Ø	Ø	ŋ	Ø	Ø	ŋ	ȵ	ŋ	Ø	n	ŋ	-	Ø	m	11152:2	yesterday
335-1	c	1	Ø	-	Ø	Ø	ŋ	-	Ø	Ø	Ø	Ø	-	ŋ	-	-	Ø	1453:3	can (jar)
338-1	c	1	Ø	t	Ø	ŋ	Ø	-	Ø	ŋ	Ø	Ø	-	-	-	Ø	Ø	2352:2	cough
521-1	c	1	Ø	Ø	Ø	-	Ø	n	Ø	Ø	-	Ø	n	n	Ø	ŋ	Ø	9898:2	thief
578-17	c	17	n	ŋ	-	-	ŋ	ŋ	-	-	ŋ	ŋ	ŋ	-	-	-	ŋ	4223:2, 906:3, 8172:3, 1286:3, 4352:2, 5122:3, 5105:3, 7542:2, 9169:3, 5168:3, 9070:3, 9569:3, 396:2, 7602:2, 10615:2, 10654:2, 11227:2	aubergine / black / burn / full / glutinous rice / have a fever / horizontal / horn (of cow) / hot / pumpkin / quilt / rice / scales / sparrow / spin (into yarn) / swallow / walk / want (need) / younger brother
792-16	c	16	n	ŋ	-	-	ŋ	n	ŋ	-	-	ŋ	n	-	-	n	ŋ	4973:2, 6689:3, 851:2, 3667:2, 3747:2, 5379:3, 9613:2, 10789:2, 1379:2, 1407:2, 1792:2, 2006:2, 7670:2, 9100:2, 9523:2, 9543:2	bird / buttocks / buy / chisel / close (the door) / fight / firewood / high (tall) / intestine / mouse / new / rainbow / speak / stupid / sun / sweat / well
786-13	c	13	n	ŋ	-	ŋ	ŋ	ŋ	ŋ	ŋ	n	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	4077:3, 8418:3, 10630:3, 8999:3, 11090:3, 5601:3, 3819:2, 4696:2, 3124:2, 5690:2, 6353:2, 7432:2, 9027:2	ear / float / fragrant (smell) / hammer / last year / leech / mountain / next year / pond / sheep (general) / sorghum / soup / this year / wall / wood / year
837-6	c	6	n	n	-	n	-	ŋ	n	n	n	ŋ	ŋ	-	-	-	n	10421:2, 3709:3, 2539:3, 5648:2, 2040:2, 2066:2	cloud / coal / cupboard / fill up (a hollow) / lazy / umbrella
787-5	c	5	n	ŋ	-	ŋ	ŋ	ŋ	ŋ	-	ŋ	ŋ	n	ŋ	ŋ	ŋ	ŋ	9940:3, 7568:3, 4450:3, 615:2, 3224:3	be thirsty / easy / good / push / think
886-5	c	5	n	n	-	ŋ	-	n	n	-	n	Ø	n	-	-	n	m	923:2, 8208:3, 8569:3, 1811:3, 2389:2	blood / choose / cover up (objects) / scissors / sickle
427-4	c	4	n	ŋ	-	ŋ	ŋ	ŋ	-	-	-	-	ŋ	-	-	-	ŋ	1760:2, 10756:2, 1125:3, 6981:2	branch/ twig / child / coffin / oneself / tree / wear (a hat) / which
483-4	c	4	n	-	-	ŋ	-	-	-	n	-	-	-	ŋ	-	-	n	5717:3, 2043:2, 2022:2, 1344:3	butterfly / clothing (garment) / cloud / collar / left / right
771-4	c	4	n	n	-	-	ŋ	-	-	-	Ø	ŋ	n	-	-	ŋ	-	887:2, 5382:2, 8794:2, 4144:3	bitter / front / intestine / sleeve
907-4	c	4	n	-	-	-	-	-	Ø	-	Ø	-	-	-	-	-	m	2258:2, 5835:3, 7707:2, 2306:2	black / congee (gruel, porridge) / cooked rice / lightning / red
943-4	c	4	n	n	-	ŋ	-	n	n	n	n	ŋ	n	-	-	n	ŋ	1342:2, 4143:3, 8354:2, 9578:2	bee / butterfly / fly (insect) / front / leech / louse / shadow / spider / swallow
1186-4	c	4	n	n	Ø	n	ŋ	n	n	n	n	Ø	n	n	n	n	n	7202:2, 335:3, 10223:3, 10105:2	arrow / peanut / to wind( thread one a keel) / tongs
115-3	c	3	n	n	-	-	ŋ	ŋ	-	-	ŋ	ŋ	ŋ	-	-	-	n	8973:2, 8889:2, 1421:2	calf / snow / son / son-in-law
311-3	c	3	n	n	-	-	ŋ	ŋ	-	-	ŋ	ŋ	ŋ	-	-	-	m	5977:2, 5664:2, 975:2	boiled water / leaf / louse
324-3	c	3	n	-	-	-	ŋ	n	-	-	n	ŋ	n	-	-	n	ŋ	7108:3, 10089:3, 2155:2	cold / paddy field / to smell
804-3	c	3	n	Ø	-	-	-	ŋ	Ø	-	-	ŋ	ŋ	ŋ	ŋ	ŋ	n	8459:2, 957:2, 9068:3	boat / shoot (an arrow) / sparrow
961-3	c	3	n	ŋ	Ø	ŋ	ŋ	ŋ	n	ŋ	Ø	ŋ	ŋ	ŋ	-	ŋ	n	10999:3, 417:2, 2169:3	awl / collar / window
194-2	c	2	n	-	-	-	ŋ	ŋ	-	n	ŋ	ŋ	ŋ	-	-	-	-	8473:2, 1861:2	classifier for birds / short
334-2	c	2	n	-	-	-	-	n	-	m	n	Ø	-	ŋ	-	-	Ø	3833:3, 4565:2	flour / grape
392-2	c	2	n	n	Ø	-	ŋ	n	ŋ	ŋ	Ø	ŋ	n	-	ŋ	n	ŋ	6187:3, 10573:2	money / village
398-2	c	2	n	n	-	-	ŋ	ŋ	ŋ	ŋ	n	ŋ	ŋ	ŋ	ŋ	n	ŋ	9701:2, 3800:3	flat (level) / swell (of tissue)
616-2	c	2	n	-	-	Ø	ŋ	ŋ	ŋ	ŋ	Ø	ŋ	ŋ	Ø	ŋ	Ø	ŋ	1070:3, 7887:2	box / rob (somebody)
732-2	c	2	n	n	-	Ø	Ø	n	n	ŋ	ŋ	-	n	-	Ø	n	n	311:2, 8843:3	ant / mosquito / smoke
808-2	c	2	n	-	-	Ø	Ø	n	n	Ø	n	Ø	n	ŋ	Ø	ŋ	Ø	8549:3, 8192:2	scissor / sick
851-2	c	2	n	ŋ	Ø	ŋ	ŋ	Ø	ŋ	ŋ	Ø	Ø	ŋ	ŋ	-	n	ŋ	9431:3, 8648:2	sing / stool (bench)
872-2	c	2	n	-	-	Ø	Ø	ŋ	Ø	n	Ø	ŋ	ŋ	-	Ø	ŋ	n	4319:2, 9294:2	give / star
1004-2	c	2	n	ŋ	Ø	-	ŋ̩	Ø	n	ȵ	-	ŋ̩	Ø	-	Ø	ŋ	ŋ	1255:2, 2726:2	bull / defecate / pee
55-13	c	13	-	-	-	-	-	-	-	-	ŋ	-	-	-	-	-	-	2645:2, 6756:2, 9540:2, 3464:3, 11147:2, 83:3, 8307:3, 8935:3, 1406:3, 9574:3, 522:2, 337:2, 5085:2	a blind person / arrow / be (copula) / buy / day / eye / hook / noon / sell / soft / sun / swallow / yesterday
223-10	c	10	-	t	-	-	-	-	-	-	-	-	-	-	-	-	p	3077:2, 651:2, 871:2, 1472:2, 10225:3, 3529:3, 5837:2, 2473:2, 7503:2, 9345:2	bean / bite / candle / crow / duck / fan (can be held by single hand) / lightning / press / step / tongs
140-6	c	6	-	-	-	-	-	-	n	-	-	-	-	-	-	-	-	9784:3, 10980:3, 308:3, 1288:2, 3194:2, 4025:2	ant / burn / earthworm / forget / tea / wind
141-6	c	6	-	t	-	-	-	-	-	-	-	Ø	-	-	-	-	t	3282:2, 9117:3, 5633:3, 6556:3, 4353:3, 10252:3	eight / glutinous rice / laugh (smile) / nasal mucus / spicy / tongue
564-6	c	6	-	-	-	-	-	-	n	-	-	-	-	-	-	-	ŋ	7399:2, 4721:3, 1714:2, 6350:2, 10090:3, 2126:2	chest / coffin / hammer / hand / mountain / plant (trees) / to smell
373-5	c	5	-	-	-	-	-	-	-	-	-	-	ŋ	-	-	-	-	7304:2, 8980:2, 7454:2, 10316:3, 5569:2	daughter / lard (pig fat) / pestle / pork / son-in-law / tree / well
146-4	c	4	-	-	-	ŋ	-	-	-	-	-	-	-	-	-	-	-	9736:3, 7601:3, 87:3, 4611:2	a blind person / flour / grave / quilt / table / thief
374-4	c	4	-	-	-	-	-	-	-	ŋ	-	-	-	-	-	-	-	6233:3, 9895:2, 4540:2, 4842:2	grandmother / hear / moon / old lady / thief
548-4	c	4	-	n	-	-	-	n	-	-	-	-	n	-	-	-	ŋ	1925:2, 2403:2, 7504:2, 11113:2	classifier for trees / cow / press / year
555-4	c	4	-	-	-	ŋ	-	ŋ	ŋ	n	ŋ	-	ŋ	ŋ	n	Ø	-	4888:2, 1497:2, 4590:3, 9435:2	cane/ vine / grass / heavy / stool (bench)
648-4	c	4	-	-	-	-	-	ŋ	ŋ	-	ŋ	ŋ	ŋ	-	n	-	-	6835:2, 66:2, 4906:2, 4147:2	I / front / heavy (in taste) / now
677-4	c	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	n	5751:3, 5691:3, 6839:2, 1927:2	classifier for trees / leech / leg / now
831-4	c	4	-	-	-	-	-	-	ŋ	-	-	-	-	-	ŋ	-	t	8267:2, 5554:2, 5350:2, 8693:2	inside / lack (not have) / see / sit
272-3	c	3	-	Ø	-	n	-	-	-	-	-	-	-	-	-	-	-	151:2, 1909:2, 1049:2	a lame person / bow / classifier for person / human being
286-3	c	3	-	n	-	-	ŋ	n	-	n	n	ŋ	n	-	-	-	n	8750:3, 713:3, 2125:3	bedbug / coffin / monkey / red / skirt
325-3	c	3	-	-	-	-	-	-	-	-	-	Ø	n	-	-	Ø	-	1987:2, 5880:2, 3061:3	climb (a tree) / dry in the sun / go upstairs / liver
326-3	c	3	-	ŋ	-	-	-	-	-	-	Ø	-	-	-	-	-	-	1495:3, 8096:2, 2260:2	cane/ vine / congee (gruel, porridge) / rope / sand
395-3	c	3	-	-	-	-	m	ŋ	n	-	n	-	ŋ	-	-	-	-	4464:2, 11180:2, 2851:3	dirty / goose / you (plural)
414-3	c	3	-	n	-	ŋ	ŋ	-	-	ŋ	-	ŋ	-	-	-	-	m	8284:3, 5316:2, 10964:3	inhale / seed / wife
659-3	c	3	-	n	-	-	-	-	-	-	-	-	-	Ø	Ø	-	Ø	6019:3, 5290:2, 7768:2	husband / lung / old man / right
95-2	c	2	-	-	-	-	-	-	ŋ	-	-	-	-	ŋ	-	-	-	9923:3, 6480:3	dry / nail / thin (slim)
192-2	c	2	-	-	-	-	ŋ	-	-	-	-	ŋ	-	-	-	-	Ø	7374:2, 65:3	I / plane
212-2	c	2	-	-	-	ŋ	ŋ	-	-	ŋ	-	-	-	-	-	ŋ	-	7080:2, 11250:3	bird / owl / younger sister
291-2	c	2	-	Ø	-	-	-	-	-	n	-	-	-	-	-	-	Ø	11036:3, 1030:2	book / wing
307-2	c	2	-	n	Ø	Ø	-	n	n	n	n	-	n	Ø	-	n	n	2323:3, 9171:2	cotton / spin (into yarn)
436-2	c	2	-	n	-	Ø	-	-	n	n	n	-	Ø	Ø	Ø	ŋ	n	6425:3, 4486:3	gourd / move (something)
24-1	c	1	-	-	-	-	-	-	-	-	-	-	-	-	n	-	-	10125:2	today
48-1	c	1	-	-	-	-	-	ŋ	ŋ	-	-	Ø	ŋ	ŋ	n	-	-	9956:2	this
50-1	c	1	-	ŋ	-	-	-	ŋ	-	-	-	Ø	ŋ	-	n	-	-	9972:2	this year
83-1	c	1	-	n	-	-	ŋ	-	-	Ø	-	-	n	n	Ø	ŋ	Ø	4798:2	he or she
85-1	c	1	-	-	-	Ø	ŋ	-	n	Ø	ŋ	ŋ	n	-	-	Ø	ŋ	6109:3	maternal uncle (mother's brother)
123-1	c	1	-	-	Ø	ŋ	-	ŋ	Ø	-	Ø	Ø	-	Ø	-	-	n	176:3	a person with a pockmarked face
124-1	c	1	-	-	-	-	Ø	-	-	-	n	-	n	Ø	Ø	Ø	Ø	2208:2	column
125-1	c	1	-	Ø	-	Ø	-	n	-	Ø	-	-	-	-	Ø	-	Ø	4922:2	hen
171-1	c	1	-	n	-	ŋ	ŋ	ŋ	Ø	Ø	n	ŋ	ŋ	Ø	Ø	Ø	Ø	9503:3	straight
240-1	c	1	-	-	Ø	Ø	-	Ø	-	Ø	Ø	-	Ø	Ø	-	-	ŋ	5348:2	inside
242-1	c	1	-	Ø	-	Ø	Ø	-	-	m	ŋ	Ø	Ø	Ø	Ø	-	m	6822:2	be not (negated copula) / not
748-1	c	1	-	Ø	Ø	Ø	Ø	Ø	n	n	Ø	n	Ø	Ø	-	Ø	Ø	2794:2	difficult
