ID	STRUCTURE	FREQUENCY	Bana	BiaoMin	CentralGuizhouChuanqiandian	Chuanqiandian	Dongnu	EasternBahen	EasternLuobuohe	EasternQiandong	EasternXiangxi	Jiongnai	KimMun	Mien	NortheastYunnanChuanqiandian	NorthernQiandong	Numao	Nunu	She	SouthernGuizhouChuanqiandian	SouthernQiandong	WesternBaheng	WesternLuobuohe	WesternQiandong	WesternXiangxi	Younuo	ZaoMin	COGNATESETS	CONCEPTS
1845-3	n	3	a	Ø	ə	ɔ	Ø	Ø	o	a	i	a	o	u	ɯ	a	o	u	u	a	ɔ	a	o	a	ɑ	i	a	1331:1, 12041:2, 32386:1	a person with a pockmarked face / ash / earring / forget / mouth / oneself / younger sister
1863-3	n	3	a	a	ə	a	a	a	a	a	a	əu	au	a	aɯ	a	a	a	a	a	a	a	ɑ	i	ɛ	a	o	5654:2, 5659:1, 27232:1	carrying pole (shoulder pole) / sweat
1870-3	n	3	a	Ø	ɯ	Ø	Ø	Ø	a	a	Ø	ei	a	aːi	i	a	u	əu	ɔ	Ø	ɔ	a	ɑ	a	ɑ	a	ai	1207:2, 5000:2, 2191:2	a lame person / bad / busy
1895-3	n	3	a	u	e	ɔ	u	o	a	i	a	o	aːi	Ø	a	Ø	u	u	Ø	ə	ɔ	au	ɑ	æ̃	ɑ	eu	o	19808:1, 21753:2, 22907:2	on / pull / river snails
1902-3	n	3	a	au	ɛ	Ø	a	Ø	e	ɛ	a	ai	Ø	u	ə	i	a	a	Ø	ə	e	u	Ø	ei	ɑ	i	o	2141:2, 31976:2, 26699:2	back / left / outside / stone / worn (clothes)
1983-3	n	3	a	a	ɛ	Ø	e	a	ei	a	Ø	a	Ø	e	Ø	i	ei	e	a	ɔ	ei	i	i	e	o	o	a	5736:2, 24442:1, 30414:1	catch / shelf / wake up
2135-3	n	3	a	i	ə	e	e	Ø	o	o	i	ə	ai	i	u	a	ɔ	o	ɔ	Ø	au	o	i	u	o	ə	Ø	1175:2, 1754:1, 9792:1	a group of Miao people / and / bed / calf / comb / earthen jar / eel / garden (plot) / gong / rice / wall / winnowing fan / wok (or pan)
2136-3	n	3	a	au	ɛ	i	ə	o	i	Ø	ei	a	a	oːi	ə	Ø	ai	ə	a	æ	ɛ	Ø	i	ei	e	u	u	9515:2, 3536:2, 10270:1	black / ear / everybody
2180-3	n	3	a	Ø	a	a	o	a	i	ei	o	a	Ø	a	a	ɛ	a	a	a	a	ɔ	a	i	i	a	o	Ø	5850:2, 16989:2, 15797:1	chaff/ bran / day after tomorrow / kitchen / load (put into container)
2264-3	n	3	a	Ø	ə	Ø	o	Ø	ei	o	i	o	e	u	Ø	u	o	u	ɔ	ə	a	o	o	ɔ	o	o	Ø	30133:1, 6897:1, 27134:1	axe / chopper / close (the door) / coffin / sun / turnip / vegetable knife
2275-3	n	3	a	əu	õ	Ø	au	e	a	eu	o	o	Ø	ai	a	ə	a	Ø	a	a	Ø	a	ə	a	ɑ	Ø	e	7031:1, 7933:2, 2868:1	bear / beard/ moustache/ goatee / coal / cow pea / door / frost / garden (plot) / key / leaf / mother / mouth / navel / tea leaf / vegetable oil
2302-3	n	3	a	Ø	ɯ	e	Ø	u	i	u	u	Ø	a	a	ɯ	a	Ø	u	ɔ	ə	au	a	e	a	o	a	ai	17546:2, 26518:1, 10151:1	enter (a house) / maize/ corn / step
2305-3	n	3	a	ɛ	ɛ	Ø	o	o	i	i	e	a	u	o	ə	ɛ	e	i	a	əu	ei	Ø	i	i	Ø	a	u	1123:2, 14381:1, 23555:1	a deaf person / heart / muer (an edible fungus) / sand
2318-3	n	3	a	ɛ	ɛ	e	e	o	Ø	ei	əɯ	a	a	au	a	i	ei	a	a	æ	ei	a	ə	i	ɯ	Ø	u	26698:1, 17744:1, 12474:1	fry (something) / maternal aunt (mother's brother's wife) / stone
2344-3	n	3	a	au	ə̃	i	e	a	əu	eu	ei	a	aːu	o	Ø	i	Ø	Ø	a	ɔ	o	a	u	ei	e	o	Ø	30894:2, 11501:1, 11725:2	I / fist / flour / we
2361-3	n	3	a	a	o	ɔ	a	Ø	ə	Ø	əɯ	a	o	u	au	u	i	u	e	ɔ	ɔ	Ø	ə	ɔ	ei	au	u	18906:1, 9868:1, 20117:1	egg white / nail / outside / yolk
2443-3	n	3	a	ɔi	õ	u	a	o	Ø	a	əɯ	o	ei	a	au	Ø	Ø	a	a	ɔ	Ø	a	u	ei	o	o	e	6005:2, 11499:1, 19329:1	chest / fist / head covering / next year
2450-3	n	3	a	Ø	ã	Ø	e	u	e	Ø	Ø	ə	ai	ai	i	a	Ø	e	ə	a	a	o	e	ei	e	e	Ø	1258:1, 27776:1, 5094:1	a mute / buttocks / tender (young)
2466-3	n	3	a	ɔi	ə	e	e	o	Ø	Ø	əɯ	ei	oːi	oːi	ɯ	i	ei	Ø	e	e	ei	e	Ø	ei	ɯ	a	ai	3430:1, 19981:1, 22793:2	bird‘s nest / left / open (a door) / right
2563-3	n	3	a	ə	a	a	u	a	e	a	əɯ	u	aːu	aː	a	a	o	Ø	a	a	Ø	a	e	Ø	Ø	a	o	2138:2, 6336:2, 17226:2	back / chop (bones) / chop down (trees) / loose money
2619-3	n	3	a	a	u	Ø	a	au	u	Ø	Ø	Ø	Ø	u	a	i	u	ə	i	Ø	a	Ø	a	æ	u	i	e	1368:2, 12963:2, 4305:1	a piece of cloth with straps for carrying a toddler steelyard on the back / branch/ twig / give birth / give birth (animals)
2693-3	n	3	a	Ø	ɛ	e	e	Ø	Ø	ɛ	a	Ø	i	Ø	i	i	Ø	e	u	e	ai	u	Ø	Ø	ɑ	a	e	9079:1, 18510:1, 10660:2	dog / fall over/ down / mountain
2696-3	n	3	a	ɔ	i	Ø	a	i	i	Ø	Ø	ei	aː	aː	au	Ø	u	Ø	e	ei	o	ei	e	o	i	Ø	e	25396:2, 15375:1, 29838:1	a mute / in the past / know (somebody) / smart / twist (hemp fibers)
2918-3	n	3	a	Ø	ɯ	au	e	Ø	i	Ø	Ø	Ø	ui	Ø	o	Ø	ei	Ø	i	æ	ɔ	e	i	Ø	u	Ø	Ø	4588:1, 24941:1, 18621:1	broom / move (oneself) / sink
79-2	n	2	a	u	ɛ	e	e	o	i	ei	ɯ	a	au	Ø	i	i	ei	e	a	æ	i	Ø	i	i	ɯ	Ø	au	13142:2, 27272:1	go upstairs / sweep
138-2	n	2	a	a	a	i	o	a	a	a	a	e	a	a	i	a	o	u	ə	i	ei	a	ɑ	a	ɑ	a	o	18280:2, 21949:1	moon / push
196-2	n	2	a	ei	Ø	ai	ə	ei	i	i	ai	ei	ei	ei	au	a	a	Ø	e	a	i	ai	e	ẽ	ei	e	au	15991:2, 2635:1	be pregnant / ladder
205-2	n	2	a	Ø	a	i	o	i	a	a	i	e	o	oː	i	a	a	u	a	i	i	Ø	ɑ	a	i	Ø	Ø	9909:1, 4260:2	brains / eight / gourd / head / head covering
235-2	n	2	a	au	ɛ	e	e	o	e	ei	əɯ	a	aːu	au	i	a	a	e	a	æ	ai	u	i	Ø	ɯ	eu	u	22979:1, 21509:2	pond / roast (something)
321-2	n	2	a	Ø	ə	eu	ɔ	a	a	a	a	a	ai	Ø	ey	a	au	o	a	Ø	o	Ø	ɑ	a	ɑ	ə	Ø	30045:1, 19027:1	nasal mucus / untie
408-2	n	2	a	a	ə̃	o	o	a	ə	ei	ei	a	Ø	oː	i	ɛ	ai	u	a	o	o	ei	ə	ei	e	eu	Ø	15540:2, 8082:2	calf / crawl / girl / intestine
420-2	n	2	a	ɔ	Ø	u	u	au	Ø	e	u	u	iː	a	au	a	u	Ø	a	o	a	o	o	ei	ə	a	o	29633:1, 20124:1	outside / turnip
461-2	n	2	a	a	Ø	e	e	e	a	e	e	Ø	e	e	i	e	ə	Ø	a	e	Ø	e	ɑ	e	e	o	a	26127:2, 11413:1	car / fire tongs / spinning wheel
466-2	n	2	a	ɔ	a	a	a	a	a	a	a	o	a	a	a	i	o	a	a	Ø	a	a	ɑ	a	ɑ	o	a	25566:2, 28833:2	sock (stocking) / tile house
559-2	n	2	a	ai	ə	eu	Ø	au	o	ei	o	eu	Ø	au	ey	a	e	a	u	ə	o	o	ɑu	i	o	o	Ø	24482:2, 31325:2	shell / whip
573-2	n	2	a	ɔ	ə	o	o	a	a	a	i	a	u	u	aɯ	a	u	o	a	Ø	a	a	ɑ	a	o	ə	a	19813:2, 23063:1	day / on / root / tail
634-2	n	2	a	u	ɛ	e	e	o	ai	ei	əɯ	a	aː	aː	i	a	e	a	a	æ	ai	Ø	i	e	ɯ	Ø	a	12405:2, 25567:1	frost / sock (stocking)
660-2	n	2	a	au	e	e	e	a	i	ei	a	ɒi	au	au	i	i	ei	Ø	Ø	e	i	a	Ø	i	ɯ	o	u	4303:1, 24604:1	branch/ twig / shoulder
661-2	n	2	a	ɔ	i	i	Ø	a	i	i	a	u	a	a	i	Ø	i	i	e	ei	Ø	a	i	i	ɑ	a	o	7357:1, 3968:1	1st day of the lunar month / borrow (money) / comb of cock
683-2	n	2	a	Ø	a	a	a	Ø	e	a	a	a	aː	aː	a	i	a	a	a	o	a	a	æ	Ø	ɛ	a	a	17306:2, 8747:1	difficult / loudspeaker
698-2	n	2	a	a	u	a	a	o	a	eu	əɯ	u	Ø	au	a	Ø	u	u	Ø	a	Ø	Ø	ɑ	a	o	o	Ø	30307:2, 26126:2	spinning wheel / vomit
742-2	n	2	a	Ø	e	a	Ø	a	u	ɛ	a	au	ai	Ø	a	a	a	i	a	u	ai	a	ə	a	ɑ	Ø	Ø	17796:1, 30615:1	carry on back / grandfather / maternal uncle (mother's brother) / wasp
775-2	n	2	a	ɔi	i	i	ɛ	i	Ø	ei	i	Ø	Ø	oːi	ə	Ø	i	Ø	e	i	ei	o	i	Ø	ei	e	Ø	19166:1, 11473:1	fish / neat / scale
797-2	n	2	a	ɔi	ə	eu	Ø	eu	o	i	ai	Ø	oːi	oːi	ey	i	a	ai	e	ə	a	au	o	eɯ	ə	a	ai	11994:1, 1:1	(flowers) blossom / forenoon / morning / stand up
822-2	n	2	a	a	u	a	Ø	a	a	a	ai	ei	aːi	Ø	e	a	au	o	a	a	o	Ø	a	a	ɑ	a	i	13914:2, 18476:2	gunpowder / mother
825-2	n	2	a	ɛ	Ø	ɔ	ɔ	ei	i	ei	e	a	e	e	a	i	u	u	ɔ	ɔ	a	e	Ø	i	e	e	Ø	2740:1, 11903:2	be sleepy / fold / lazy
840-2	n	2	a	u	ɛ	e	e	o	i	ei	əɯ	i	Ø	u	Ø	i	ei	i	Ø	æ	ei	o	i	i	ɯ	Ø	Ø	19139:1, 9591:2	earring / near
846-2	n	2	a	au	ə	o	a	e	u	a	a	Ø	Ø	ə	Ø	a	ɔ	o	i	o	a	e	o	a	ɑ	Ø	a	30378:2, 23444:1	a mute / saliva / wait
863-2	n	2	a	Ø	Ø	a	ə	Ø	u	u	Ø	e	ui	ui	aɯ	o	Ø	Ø	u	a	o	a	ə	ei	Ø	ui	Ø	7732:1, 19196:2	cotton / cotton-padded jacket / neck
894-2	n	2	a	au	ə	eu	au	Ø	o	a	a	Ø	Ø	o	ɯ	u	u	a	a	ə	a	o	o	ɔ	ɑ	eu	Ø	28590:2, 31879:2	throat / woodpecker
926-2	n	2	a	Ø	ə	Ø	ə	e	o	Ø	e	u	a	i	i	a	Ø	o	u	Ø	i	e	Ø	a	o	o	Ø	5352:2, 6806:1	cane/ vine / clean / file / rake
936-2	n	2	a	i	ə	a	a	eu	a	Ø	i	Ø	eu	əu	a	a	u	a	a	æ	Ø	Ø	ə	o	Ø	ə	a	11347:2, 19195:1	bamboo shoot / fire / firewood / grass / guazi (baked planet seed/ a kind of snack) / intestine / mantis / mud / neck / physical strength / quilt / ramie / skirt / snow / taro / wasp
968-2	n	2	a	Ø	a	au	a	o	u	u	o	ə	o	Ø	o	a	e	a	a	ə	u	o	o	Ø	o	ə	Ø	26206:1, 10273:1	everybody / shoulder / spoon / wine glass
1058-2	n	2	a	Ø	ẽ	a	Ø	a	e	Ø	əɯ	ə	aː	aː	e	a	a	e	i	æ	Ø	a	ɑ	æ	o	a	a	9413:2, 3568:2	black-eared kite/ hawk / dry in the sun
1102-2	n	2	a	a	a	au	Ø	a	a	Ø	a	a	a	a	o	Ø	ø	a	ɔ	Ø	ai	Ø	ɑ	ei	ɛ	i	Ø	16425:2, 1755:1	and / leech
1157-2	n	2	a	ɔ	ə̃	o	e	Ø	Ø	i	i	ei	Ø	Ø	u	i	ɔ	e	u	æ	o	Ø	Ø	i	o	u	o	14890:2, 26130:2	cotton / horn (of cow) / spinning wheel
1166-2	n	2	a	ɔ	o	i	a	ei	u	Ø	o	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	a	o	ei	u	ɔ	ɔ	Ø	oi	16988:2, 15940:1	know (to write) / load (put into container)
1192-2	n	2	a	ə	a	e	Ø	o	e	Ø	a	Ø	i	Ø	ɯ	a	au	Ø	Ø	æ	o	o	i	a	ɯ	au	Ø	18248:2, 12610:2	garlic / month / wild boar
1302-2	n	2	a	Ø	ã	a	a	e	a	a	a	Ø	Ø	Ø	i	a	Ø	i	i	a	o	a	ə	e	ɑ	Ø	a	4594:2, 21448:2	bamboo / broom / carrying pole (shoulder pole) / chopper / chopsticks / dust / left / mouse / pine / pointed / river snails / sharp / sieve / spinning wheel / table / thief / tongs / turtledove (streptopelia orientalis)
1386-2	n	2	a	əu	ə	Ø	Ø	Ø	u	Ø	Ø	e	Ø	u	au	Ø	ɔ	a	a	Ø	a	a	u	æ̃	u	o	u	5223:2, 17595:2	beef / bull / calf / cattle (bos taurus) / cowshed / mantis / wild cattle (bovine)
1534-2	n	2	a	ə	o	au	e	Ø	i	Ø	Ø	a	au	ai	o	Ø	ei	a	Ø	æ	a	Ø	Ø	ei	ɯ	Ø	Ø	22581:2, 29056:2	kitchen / return / toilet
1559-2	n	2	a	əu	a	i	y	o	i	Ø	Ø	Ø	u	ei	Ø	Ø	i	Ø	i	i	i	o	i	i	Ø	ui	i	17682:1, 19888:1	market / oneself
1583-2	n	2	a	Ø	ə	Ø	u	Ø	o	ɔ	i	o	aːu	Ø	au	a	Ø	Ø	a	u	Ø	a	o	o	o	Ø	u	24755:1, 10176:2	Han Chinese / ethnic label / sickle
1635-2	n	2	a	au	i	Ø	Ø	Ø	o	ɛ	i	Ø	ai	Ø	i	a	ai	e	Ø	Ø	i	ei	Ø	æ	o	eu	Ø	21235:2, 15374:2	in the past / plough
1738-2	n	2	a	ə	a	ɔ	o	Ø	ə	e	əɯ	ai	Ø	u	Ø	ɛ	o	əu	Ø	ɔ	ɔ	u	Ø	Ø	ɔ	Ø	Ø	16588:2, 17655:2	foot / legging / many
1739-2	n	2	a	Ø	o	a	u	e	Ø	Ø	au	ə	Ø	o	aɯ	Ø	u	a	i	Ø	Ø	e	u	æ	o	o	Ø	21376:2, 23348:1	pocket / sack
1886-2	n	2	a	u	õ	au	ə	a	Ø	a	a	Ø	u	o	o	Ø	ei	e	a	Ø	e	Ø	Ø	Ø	Ø	eu	Ø	21670:2, 30404:2	preserve harvest / wait / wake up
2217-2	n	2	a	a	u	a	Ø	Ø	a	Ø	ai	Ø	Ø	əu	i	ei	Ø	Ø	a	Ø	Ø	a	ə	Ø	ɑ	Ø	Ø	32124:1, 9001:2	divide / father / fir / yellow weasel
2459-2	n	2	a	Ø	i	i	ɔ	e	əu	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	e	u	Ø	Ø	u	u	Ø	i	Ø	Ø	29548:1, 28108:2	they / turn
2460-2	n	2	a	Ø	ɛ	u	Ø	Ø	y	Ø	u	Ø	Ø	Ø	o	Ø	Ø	o	Ø	əu	ei	Ø	e	i	ɯ	Ø	Ø	30662:1, 24658:1	shrimp / wasp nest
2645-2	n	2	a	Ø	ɯ	a	Ø	u	Ø	Ø	Ø	ei	Ø	Ø	ey	Ø	Ø	u	i	Ø	Ø	Ø	Ø	o	ɔ	eu	Ø	22627:1, 19751:1	glutinous rice / old man / rice
2777-2	n	2	a	Ø	õ	o	əu	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	o	Ø	ɛ	Ø	u	e	Ø	Ø	30267:2, 26807:1	storehouse / village
1-1	n	1	a	au	ɛ	e	e	o	o	ei	ɯ	a	au	au	o	i	e	a	a	Ø	ei	o	ei	i	o	au	u	9830:2	egg
119-1	n	1	a	Ø	Ø	Ø	a	eu	a	Ø	u	Ø	u	Ø	a	Ø	Ø	Ø	a	Ø	Ø	e	ə	Ø	ei	a	a	20307:2	congee (gruel, porridge) / flour / paddy rice / sand
302-1	n	1	a	i	Ø	i	o	Ø	Ø	Ø	Ø	Ø	Ø	ei	ʅ	Ø	a	Ø	i	ɿ	Ø	Ø	Ø	Ø	i	Ø	Ø	7330:1	comb (something)
434-1	n	1	a	i	e	i	Ø	a	Ø	Ø	e	Ø	Ø	a	Ø	ei	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	1673:1	also
607-1	n	1	a	Ø	ã	Ø	a	i	i	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	i	a	Ø	Ø	Ø	Ø	Ø	14389:1	heart / plane / shelf / side
1083-6	m	6	Ø	j	-	-	-	j	-	-	-	-	j	j	-	-	-	-	-	-	-	j	-	-	-	j	j	11294:1, 13297:1, 2459:1, 30846:1, 17950:1, 2973:1	basket / beautiful / branch/ twig / fir / gourd / guazi (baked planet seed/ a kind of snack) / look / melon/ gourd / pumpkin / tree / turnip / water melon / wax gourd
1296-4	m	4	Ø	-	l	Ø	j	-	-	-	j	j	-	-	-	-	j	j	-	-	j	-	Ø	j	-	j	-	5699:1, 17279:1, 4508:1, 28914:1	bridge / cat / loud / to wind( thread one a keel)
1619-4	m	4	Ø	-	-	-	-	-	-	-	-	-	w	-	Ø	-	j	-	-	-	-	-	-	-	-	-	-	31123:1, 13595:1, 26998:1, 2737:1	be sleepy / be tired / grass / soup / straw sandal / wet
2713-4	m	4	Ø	-	-	-	-	-	-	Ø	w	-	-	Ø	-	j	j	-	-	w	Ø	-	-	w	w	j	-	4594:1, 17747:1, 5507:1, 10499:1	bamboo / broom / carry / carrying pole (shoulder pole) / chopper / chopsticks / dust / eyebrow / left / maternal aunt (mother's brother's wife) / mouse / pine / river snails / sieve / spinning wheel / table / thief / tongs / turtledove (streptopelia orientalis)
230-3	m	3	Ø	-	-	-	j	-	-	-	-	-	-	-	-	-	-	w	-	-	-	-	-	-	-	-	-	22763:1, 26625:1, 5148:1	button / ride (a horse) / stir-fry
129-2	m	2	Ø	w	-	w	-	-	-	-	-	-	-	-	-	-	-	-	-	w	-	-	-	-	-	-	-	12199:1, 17497:1	fragrant (smell) / maggot
477-2	m	2	Ø	-	-	-	-	-	ʁ	Ø	-	-	-	-	-	Ø	-	Ø	j	-	Ø	-	Ø	-	Ø	j	-	17901:1, 15323:1	in the future / melon or gourd vine
694-2	m	2	Ø	l	l	Ø	j	j	-	Ø	Ø	l	Ø	Ø	Ø	Ø	j	-	Ø	ʐ	Ø	-	-	Ø	ʐ	Ø	Ø	26243:1, 18431:1	column / mosquito net / spout
802-2	m	2	Ø	-	-	w	j	Ø	-	-	-	-	j	-	-	-	j	-	-	-	Ø	Ø	Ø	-	-	-	Ø	3275:1, 18089:1	belly / milk / soup / tongue
1035-2	m	2	Ø	w	-	Ø	-	w	-	Ø	w	Ø	-	ɥ	-	-	Ø	-	-	Ø	Ø	-	-	w	w	Ø	-	7635:1, 9795:1	cotton / eel / leech
2195-2	m	2	Ø	Ø	l	l	l	Ø	-	Ø	Ø	-	Ø	Ø	-	j	-	Ø	Ø	l	Ø	Ø	l	j	Ø	Ø	Ø	14383:1, 8866:1	dirty / heart
96-1	m	1	Ø	l	Ø	Ø	Ø	-	l	Ø	w	l	l	Ø	Ø	-	j	Ø	Ø	-	Ø	-	l	-	w	Ø	-	30337:1	waist
115-1	m	1	Ø	Ø	-	Ø	-	Ø	-	Ø	-	Ø	j	-	Ø	Ø	j	-	j	Ø	Ø	-	-	Ø	-	-	Ø	4701:1	brush / husband / legging
117-1	m	1	Ø	l	l	Ø	j	-	j	Ø	j	j	-	Ø	Ø	-	j	j	Ø	ʐ	Ø	Ø	-	Ø	Ø	Ø	Ø	9590:1	earring
208-1	m	1	Ø	Ø	Ø	Ø	Ø	-	l	Ø	Ø	l	Ø	Ø	Ø	-	j	-	j	-	Ø	w	l	-	Ø	Ø	Ø	3534:1	black
311-1	m	1	Ø	Ø	Ø	Ø	Ø	w	Ø	-	w	w	Ø	ɥ	Ø	Ø	w	Ø	-	Ø	Ø	w	Ø	Ø	w	w	Ø	32227:1	yolk
441-1	m	1	Ø	Ø	-	l	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	-	-	Ø	-	Ø	Ø	Ø	-	-	-	Ø	10558:1	face
444-1	m	1	Ø	-	Ø	-	Ø	Ø	-	-	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	j	Ø	-	-	Ø	23554:1	sand
601-1	m	1	Ø	Ø	Ø	-	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	w	Ø	Ø	-	Ø	-	w	Ø	3320:1	bend (curved)
609-1	m	1	Ø	Ø	Ø	Ø	Ø	Ø	w	Ø	Ø	Ø	Ø	-	w	Ø	-	Ø	-	Ø	Ø	Ø	w	Ø	w	-	Ø	18435:1	mosquito net
611-1	m	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	w	-	ɥ	Ø	Ø	Ø	Ø	w	Ø	-	Ø	Ø	Ø	w	w	Ø	25887:1	soya bean
875-1	m	1	Ø	Ø	l	Ø	-	Ø	j	Ø	Ø	l	Ø	Ø	Ø	Ø	Ø	-	-	l	Ø	Ø	Ø	Ø	Ø	Ø	Ø	12352:1	front
1319-1	m	1	Ø	-	Ø	-	Ø	Ø	Ø	Ø	j	Ø	Ø	j	j	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	4181:1	braid (something) / weave (a basket)
1940-1	m	1	Ø	Ø	Ø	Ø	Ø	Ø	l	Ø	Ø	l	Ø	Ø	Ø	j	Ø	Ø	Ø	-	Ø	Ø	Ø	j	Ø	Ø	Ø	2867:1	bear
1941-1	m	1	Ø	w	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	ɥ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	j	4023:1	bowl
1953-1	m	1	Ø	Ø	-	Ø	w	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	w	Ø	Ø	Ø	16177:1	last year
2171-8	m	8	w	w	-	w	w	w	w	w	w	w	-	w	-	-	w	w	w	w	w	w	w	w	w	-	-	30747:1, 5736:1, 7482:1, 20578:1, 18911:1, 27846:1, 31881:1, 11989:1	catch / congee (gruel, porridge) / cooked rice / forenoon / nail / peanut / that / water melon / woodpecker
1702-5	m	5	w	-	-	-	w	-	w	w	-	w	-	-	-	-	w	w	w	-	w	-	w	-	-	w	-	10755:1, 9357:1, 11234:1, 21952:1, 28650:1	drunk / far/ distant / finger / hand / push / thunder
1764-5	m	5	w	w	-	Ø	w	-	w	w	-	w	w	w	-	-	-	w	Ø	-	w	-	w	u	-	w	-	17947:1, 17746:1, 14678:1, 6900:1, 1069:1	a blind person / close (the door) / hoe / maternal aunt (mother's brother's wife) / melon/ gourd
847-4	m	4	w	w	-	w	-	w	w	w	w	w	w	w	-	-	Ø	-	w	-	w	w	w	u	w	w	-	8237:1, 22793:1, 8861:1, 26655:1	cucumber / dirty / left / right / stomach
1626-4	m	4	w	l	-	w	-	w	w	Ø	w	l	l	-	-	-	j	Ø	j	-	Ø	w	w	Ø	w	w	-	14618:1, 20525:1, 22500:1, 24113:1	high social status / peach / repay (a dept) / set in movement
323-3	m	3	w	w	-	w	w	w	w	-	w	w	w	w	-	-	Ø	j	w	w	Ø	w	w	-	w	-	-	8111:1, 28804:1, 28834:1	cross (a bridge) / tile / tile house
953-3	m	3	w	w	Ø	w	-	Ø	w	-	w	w	w	ɥ	w	-	w	w	w	w	-	-	w	Ø	-	w	j	18281:1, 4699:1, 16679:1	bright / brush / light / moon
1208-3	m	3	w	w	-	Ø	-	-	w	w	-	w	-	-	-	Ø	-	w	w	w	-	j	-	Ø	w	-	-	30841:1, 5956:1, 1782:1	angular / change (become different) / wax gourd
1539-3	m	3	w	w	Ø	w	w	w	-	w	-	w	w	w	-	-	-	w	Ø	w	Ø	Ø	-	u	w	-	-	21839:1, 2026:1, 9001:1	aubergine / divide / pumpkin
2434-3	m	3	w	w	-	w	-	-	-	Ø	w	-	w	-	Ø	Ø	Ø	-	w	-	Ø	Ø	-	Ø	w	Ø	-	8831:1, 7356:1, 5090:1	anaus / buttocks / comb of cock / diligent
320-2	m	2	w	-	-	-	-	-	Ø	-	w	Ø	-	ɥ	Ø	Ø	-	-	-	Ø	-	-	-	w	-	-	-	9150:1, 26368:1	bird / dove / mouse / pangolin / sister-in-law (older brother's wife) / sparrow / stand up
359-2	m	2	w	w	-	Ø	Ø	w	w	w	-	Ø	w	w	Ø	-	w	-	j	w	w	Ø	w	-	-	-	-	14101:1, 23199:1	earthworm / hang (on the wall) / roundworm
860-2	m	2	w	Ø	-	-	w	w	-	Ø	-	Ø	-	ɥ	-	-	j	Ø	-	Ø	-	w	Ø	Ø	-	-	-	5272:1, 23688:1	can (jar) / collar / scale
864-2	m	2	w	Ø	-	Ø	w	Ø	w	-	-	w	-	w	Ø	Ø	-	w	w	Ø	Ø	Ø	-	-	-	w	-	17899:1, 23850:1	melon or gourd vine / scratch
1806-2	m	2	w	Ø	-	Ø	-	-	l	Ø	w	w	-	w	Ø	-	Ø	w	-	Ø	Ø	w	l	Ø	w	w	Ø	15965:1, 10626:1	fall down / lack (not have)
93-1	m	1	w	Ø	Ø	Ø	-	w	w	Ø	Ø	w	-	-	Ø	Ø	-	-	w	Ø	w	w	w	Ø	Ø	Ø	-	19813:1	day / on
158-1	m	1	w	Ø	-	Ø	Ø	Ø	w	-	-	w	-	-	-	-	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4260:1	brains / gourd / head / head covering
1097-5	m	5	lʲ	l	l	l	l	Ø	l	Ø	-	l	j	-	l	-	Ø	-	j	l	Ø	Ø	l	-	ʐ	j	-	12079:1, 16336:1, 31325:1, 4264:1, 10691:1	brains / false / four / head / leaf / tea leaf / whip
2446-5	m	5	lʲ	l	l	l	l	Ø	l	Ø	-	l	j	j	Ø	j	Ø	Ø	-	l	-	Ø	l	-	-	-	-	29201:1, 16682:1, 24358:1, 11725:1, 22726:1	flour / light / riddle / shallow / tongue
1572-3	m	3	lʲ	j	-	w	-	Ø	j	j	-	-	-	Ø	-	j	-	-	Ø	Ø	-	-	-	j	-	-	-	17306:1, 16583:1, 10654:1	fall over/ down / legging / loudspeaker
2706-6	m	6	l	-	-	-	-	-	-	Ø	Ø	Ø	Ø	Ø	l	Ø	-	-	-	Ø	Ø	Ø	Ø	j	Ø	Ø	-	10784:1, 1485:1, 22870:1, 11775:1, 29200:1, 30182:1	afternoon / fat / flow / inside / lard (pig fat) / river / tongue / vegetable oil
763-3	m	3	l	l	l	l	l	w	l	Ø	-	l	l	-	l	Ø	j	Ø	j	l	Ø	-	l	u	w	-	-	12987:1, 841:1, 9865:1	May / dog / egg white / glutinous rice
11-2	m	2	l	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Ø	8610:1, 31722:1	deep / wing
