ID	STRUCTURE	FREQUENCY	Bana	BiaoMin	CentralGuizhouChuanqiandian	Chuanqiandian	EasternBahen	EasternLuobuohe	EasternQiandong	EasternXiangxi	Numao	WesternBaheng	WesternLuobuohe	WesternQiandong	WesternXiangxi	Younuo	ZaoMin	COGNATESETS	CONCEPTS
1034-4	t	4	³¹³	³¹	⁵⁵	³¹	³³	³¹	²²	¹³	⁵⁵	⁴⁴	³⁵	⁵⁵	³¹	⁴⁴	⁵³	7240:3, 7455:3, 2212:2, 5291:2	column / husband / pear / pork
1176-4	t	4	³¹³	³¹	³¹	²¹	³³	³³	⁵³	³¹	³¹	³³	⁵⁵	²²	⁴²	³²	⁵³	4464:3, 3100:2, 4466:2, 5379:4	dust / goose / intestine
1213-4	t	4	³¹³	³⁵	³¹	²¹	³³	³¹	²¹²	⁵⁵	⁴²	³³	³¹	²¹	⁴²	²¹	²⁴	1925:3, 956:3, 4285:3, 7128:2	boat / classifier for trees / girl / pants/ trousers
352-3	t	3	³¹³	³¹	³¹	⁴³	³³	³¹	²²	³¹	⁵⁵	³³	³¹	⁵⁵	³¹	¹³	²²	151:3, 2325:4, 2:2	(rain) fall / a lame person / cotton / human being
375-3	t	3	³¹³	³³	²²	¹³	³³	³¹	²²	⁴²	⁵⁵	³³	³¹	⁵⁵	³²	³³	⁵³	7905:3, 2637:4, 743:3	bee / day / root
797-3	t	3	³¹³	⁵³	⁵⁵	³¹	¹¹	³¹	²²	³¹	³³	⁴⁴	³¹	⁵⁵	³¹	¹³	⁵³	8419:4, 1159:2, 5007:3	bridge / hoe / sheep (general)
892-3	t	3	³¹³	⁴²	⁵⁵	³¹	³³	²⁴	³³	³⁵	⁵⁵	³³	³⁵	⁵⁵	⁴⁴	¹³	⁵³	2404:3, 1161:4, 10443:2	bridge / cow / under
1156-3	t	3	³¹³	⁵³	³¹	⁴³	³³	³³	²²	³¹	⁵⁵	³³	³¹	Ø	²²	³²	⁴⁴	8570:4, 6921:3, 9347:2	old man / sickle / step
1159-3	t	3	³¹³	²⁴	Ø	³¹	³³	³¹	²²	³¹	⁵⁵	³⁵	³¹	⁵³	³¹	¹³	⁵³	3709:4, 8027:2, 2794:3	difficult / fill up (a hollow) / saliva
1162-3	t	3	³¹³	³⁵	⁵⁵	³¹	³³	³¹	³⁵	³⁵	⁵⁵	³³	³¹	⁴⁴	³¹	Ø	²⁴	6399:2, 591:3, 4540:3	be shy/bashful / grandmother / mouth / old lady
1240-3	t	3	³¹³	Ø	⁴²	²⁴	³⁵	²⁴	²²	⁵⁵	Ø	³⁵	²	⁴⁴	⁴⁴	¹³	⁵³	8440:2, 8075:2, 2263:2	congee (gruel, porridge) / salty / shoe
1272-3	t	3	³¹³	²⁴	²⁴	⁵⁵	³¹³	²	³³	⁵⁵	³¹	³	²	⁵⁵	⁴⁴	¹³	⁴²	779:2, 5565:4, 9234:3	belly / buttocks / chest / lard (pig fat) / leg / neck / sieve / sorghum / squeeze / window
1364-3	t	3	³¹³	⁴²	²²	Ø	⁵³	Ø	²²	³³	Ø	⁵³	²	²¹	³¹	³²	Ø	7773:2, 4864:2, 8569:2	heart / right / sickle
1367-3	t	3	³¹³	³¹	²	³¹	³	Ø	Ø	⁵⁵	⁴²	³	⁵	⁵³	³⁵	⁵⁴	⁵³	7604:2, 82:3, 7818:2	a blind person / bone / quilt / river
1388-3	t	3	³¹³	⁵³	²⁴	²⁴	Ø	Ø	Ø	⁵³	Ø	Ø	Ø	⁴⁴	⁴⁴	¹³	Ø	9676:2, 10398:3, 9652:2	sweet / sweet potato / ugly
176-2	t	2	³¹³	³¹	Ø	³¹	³³	³¹	Ø	³³	³¹	³³	³¹	⁵⁵	⁵³	¹³	⁵³	6187:4, 3800:4	flat (level) / money
355-2	t	2	³¹³	³¹	²⁴	³¹	³⁵	³¹	²²	⁵³	⁵⁵	³⁵	³¹	⁵⁵	³⁵	²¹	²²	9737:4, 1877:3	classifier for clothing / table
522-2	t	2	³¹³	³¹	¹³	²⁴	⁵³	⁵⁵	³³	³⁵	¹³	⁴²	⁵⁵	¹³	³¹	²¹	⁴⁴	5463:2, 6327:3	father / key / mother
598-2	t	2	³¹³	³³	²	³³	³⁵	³³	³³	³	Ø	³⁵	⁵⁵	¹¹	³⁵	⁵⁵	⁴²	3533:4, 3463:2	axe / coffin / eye / fan (can be held by single hand) / foot / hammer / stool (bench) / tooth
618-2	t	2	³¹³	³³	⁴²	Ø	³⁵	²	²⁴	⁵³	⁵³	Ø	²	³³	⁴⁴	⁴⁴	²²	9675:3, 5881:3	cloud / liver / sweet potato
629-2	t	2	³¹³	⁴²	Ø	²⁴	³³	Ø	²²	¹³	⁵⁵	³³	Ø	²²	³¹	¹³	⁵³	7173:3, 4904:3	heavy (in taste) / peach
691-2	t	2	³¹³	³¹	⁵⁵	Ø	⁵⁵	²⁴	²²	⁵⁵	³¹	⁵⁵	Ø	⁵⁵	⁵³	¹³	⁵³	390:3, 5802:4	aubergine / lift (with hand)
692-2	t	2	³¹³	Ø	⁵⁵	³¹	³³	³¹	²²	⁵³	³³	³³	³¹	⁵⁵	³⁵	¹³	Ø	1909:3, 5569:3	classifier for person / lard (pig fat)
1004-2	t	2	³¹³	³⁵	²²	⁴⁴	Ø	²	Ø	³¹	⁵³	⁴²	³¹	³³	Ø	⁵⁴	Ø	10446:2, 2040:3	cloud / under
1005-2	t	2	³¹³	Ø	³¹	⁴³	³¹³	Ø	Ø	⁵⁵	¹³	³¹	Ø	¹³	⁴⁴	³	⁴⁴	10704:3, 7077:4	aubergine / owl / pumpkin / water melon
1114-2	t	2	³¹³	Ø	²	Ø	³³	²	Ø	³¹	Ø	⁴	²	⁴⁴	²²	³³	⁴⁴	6558:3, 10007:2	cucumber / nasal mucus / sand / tea / thorn/ splinter
1246-2	t	2	³¹³	Ø	⁴²	³³	⁵³	³³	Ø	³⁵	⁵³	³⁵	³⁵	Ø	Ø	Ø	Ø	7505:3, 9069:4	press / sparrow
726-1	t	1	³¹³	³¹	Ø	Ø	Ø	Ø	Ø	Ø	Ø	³¹	Ø	Ø	Ø	³³	⁴⁴	1986:3	climb (a tree)
727-1	t	1	³¹³	²¹	Ø	Ø	³³	Ø	Ø	Ø	Ø	³³	Ø	Ø	³¹	Ø	Ø	2323:2	cotton
204-22	t	22	³¹	⁴²	³¹	²¹	¹¹	⁵⁵	²¹²	⁵⁵	⁵³	¹¹	⁵⁵	²¹	²²	³²	⁴⁴	3725:2, 7725:2, 3748:2, 6373:4, 3:2, 1406:4, 8151:3, 9270:2, 10008:2, 1592:3, 5649:2, 1304:4, 2409:2, 2155:3, 5648:3, 8155:3, 8795:3, 391:3, 3005:3, 3009:2, 10655:3, 10962:2	(rain) fall / aubergine / bury / buy / catch / cattle (bos taurus) / cold / come / cow / drum / fire / firewood / fish / lazy / mouse / return / scale / sleeve / stand up / thorn/ splinter / want (need) / wife
951-4	t	4	³¹	³³	²⁴	⁴³	³⁵	⁵⁵	²⁴	³³	³³	³	³⁵	⁴⁴	⁴⁴	⁵⁴	⁴⁴	5268:2, 8596:2, 1093:2, 4025:3	brains / forget / hundred / one / side
1165-4	t	4	³¹	³¹	⁵⁵	³¹	³³	³¹	³³	³³	¹³	⁴²	³¹	⁵⁵	⁴⁴	⁴⁴	⁵³	2208:3, 1453:4, 2126:3, 5945:3	can (jar) / coffin / column / look for
136-3	t	3	³¹	⁴²	²²	¹³	³¹	²⁴	⁵³	¹³	³¹	⁴⁴	³⁵	²²	⁴²	³²	⁵³	3464:4, 83:4, 9134:3	a blind person / eye / spider
412-3	t	3	³¹	²¹	²²	²⁴	⁵⁵	³¹	¹³	³¹	³¹	Ø	³¹	¹¹	²²	¹³	Ø	1472:3, 1474:2, 1231:3	brush / candle
588-3	t	3	³¹	³¹	³¹	²⁴	⁵⁵	³¹	¹³	³¹	Ø	³⁵	³¹	³³	²²	²¹	Ø	8911:3, 555:2, 4905:3	be not (negated copula) / heavy (in taste) / sock (stocking)
654-3	t	3	³¹	⁴²	³¹	²¹	³¹	⁵⁵	²¹²	⁵⁵	⁵³	³¹	⁵⁵	²¹	²²	⁴⁴	⁴⁴	6109:4, 10574:3, 4429:3	drum / gong / maternal uncle (mother's brother) / village
699-3	t	3	³¹	³⁵	¹³	²⁴	³¹³	³¹	¹³	³¹	⁴⁴	³⁵	³¹	¹¹	³¹	²¹	Ø	5460:2, 22:4, 10300:4	(wind) blow / key / touch (stroke)
787-3	t	3	³¹	²⁴	³¹	⁵⁵	Ø	⁵⁵	³³	³	¹³	³	⁵⁵	²²	³⁵	³³	Ø	4721:4, 10899:2, 11228:3	hand / nail / well / what / which / younger brother
792-3	t	3	³¹	³⁵	¹³	²¹	³¹³	⁵⁵	³³	¹³	Ø	Ø	⁵⁵	²¹	³⁵	³³	²⁴	1684:3, 3303:3, 3839:3	chair / elder brother / flour
1158-3	t	3	³¹	Ø	²	³¹	³³	⁵⁵	²²	³¹	⁵⁵	⁵⁵	³¹	⁵⁵	³¹	⁵⁴	⁵³	3686:2, 4148:3, 3299:3	elder brother / file / front
1161-3	t	3	³¹	³¹	⁵⁵	⁴³	³³	³¹	Ø	³	⁴⁴	³³	³¹	¹¹	³⁵	¹³	⁵³	5008:2, 4484:2, 9677:2	gourd / hoe / sweet potato
1214-3	t	3	³¹	⁴²	²⁴	⁴³	¹¹	⁵⁵	²¹²	³⁵	⁵³	¹¹	⁵⁵	²¹	⁵³	⁵⁵	⁴⁴	6487:2, 2124:2, 5594:2	coffin / hand / last year / nail
1288-3	t	3	³¹	⁵³	⁴²	²¹	⁵⁵	²	²⁴	³³	Ø	⁵⁵	²	⁴⁴	³⁵	⁴⁴	²²	2326:3, 10297:3, 6040:2	cotton / maize/ corn / touch (stroke)
1353-3	t	3	³¹	³¹	¹³	⁵⁵	Ø	⁵⁵	²¹²	⁵³	³³	⁵⁵	Ø	²²	⁵³	Ø	⁵³	8492:2, 5944:2, 4022:3	forget / look for / shoulder
1381-3	t	3	³¹	Ø	²	Ø	⁵³	³¹	⁴⁴	³¹	⁴⁴	⁴²	³¹	⁴⁴	⁴⁴	⁴⁴	Ø	1717:3, 7991:3, 9610:2	chest / run / sweat
1391-3	t	3	³¹	Ø	³¹	⁴³	Ø	³¹	Ø	³	³³	Ø	Ø	¹³	⁴²	⁵⁴	⁴⁴	1879:4, 8248:3, 10406:3	classifier for clothing / scratch / ugly
251-2	t	2	³¹	³³	³¹	¹³	⁵³	⁵⁵	²¹²	¹³	⁵³	¹¹	⁵⁵	²¹	⁴⁴	³²	⁴²	7400:3, 6350:3	mountain / plant (trees)
562-2	t	2	³¹	²⁴	³¹	¹³	¹¹	⁵⁵	²¹²	¹³	⁵³	³¹	Ø	²¹	²²	¹³	Ø	5752:2, 4568:3	branch/ twig / grape / leg
853-2	t	2	³¹	²⁴	³¹	²¹	³⁵	⁵⁵	²¹²	¹³	Ø	³⁵	⁵⁵	²¹	³⁵	Ø	⁴²	6865:2, 9137:2	old (aged) / old lady / old man / spider
882-2	t	2	³¹	Ø	²⁴	³¹	³⁵	³¹	²⁴	³³	⁵³	³⁵	³¹	²¹	³¹	³³	⁴⁴	7672:3, 9267:3	rainbow / stand up
907-2	t	2	³¹	³³	¹³	Ø	³¹	⁵	³³	⁵⁵	³¹	³	Ø	Ø	⁴⁴	³³	Ø	2169:4, 6444:2	collar / mud
926-2	t	2	³¹	³¹	³¹	²¹	³	³¹	²¹²	⁵⁵	Ø	³⁵	³¹	²¹	Ø	³²	⁴⁴	1861:3, 10195:2	classifier for birds / tomorrow
969-2	t	2	³¹	²¹	³¹	²¹	¹¹	²	²¹²	Ø	⁵³	Ø	²	²¹	²²	³²	Ø	6000:2, 4723:2	hand / low (short)
1002-2	t	2	³¹	Ø	³¹	²¹	Ø	⁵⁵	³³	⁵⁵	⁵³	¹¹	⁵⁵	Ø	²²	Ø	²²	4395:2, 1597:2	catch / go downstairs
1107-2	t	2	³¹	²⁴	²²	¹³	⁵⁵	³¹	Ø	³⁵	⁴⁴	³³	Ø	Ø	³¹	²¹	Ø	2386:2, 4634:3	cover up (objects) / green
1124-2	t	2	³¹	Ø	⁵⁵	³³	Ø	³³	Ø	³⁵	Ø	Ø	³¹	Ø	²²	²¹	Ø	8340:2, 10351:2	sew (up) / twenty
1199-2	t	2	³¹	Ø	¹³	Ø	⁵³	³¹	¹³	⁵³	Ø	⁵³	³¹	Ø	³⁵	³²	Ø	6818:2, 4516:2	grandfather / not
1249-2	t	2	³¹	²¹	Ø	Ø	³¹	Ø	³⁵	⁵³	Ø	³¹	Ø	²²	²²	Ø	²²	10921:2, 4696:3	Chinese cabbage / hammer / white
26-1	t	1	³¹	³¹	³¹	³¹	¹¹	⁵⁵	²¹²	⁵⁵	³¹	¹¹	⁵⁵	²¹	²²	³²	⁵³	9785:4	tea
50-1	t	1	³¹	²⁴	¹³	⁵⁵	³¹³	⁵⁵	⁴⁴	⁵⁵	¹³	Ø	⁵⁵	¹³	⁴⁴	³³	⁴⁴	9973:3	this year
1012-4	t	4	³³	⁴²	³¹	⁴³	³¹	²⁴	²¹²	³³	³³	³¹	³⁵	³³	⁴⁴	Ø	²²	7771:4, 4144:4, 2963:3, 8358:3	dragonfly / front / left / right / shadow
637-3	t	3	³³	³⁵	²	³¹	⁵³	⁵	³³	³	⁵³	³	³¹	³³	³⁵	⁴⁴	Ø	462:2, 615:3, 10791:2	ash / bad / be thirsty / belly / cat / drum / hook / leaf / sparrow / stone / wall / well / yesterday
1233-3	t	3	³³	²⁴	¹³	⁴⁴	³⁵	³¹	²⁴	⁵⁵	³³	³⁵	³⁵	Ø	³¹	⁴⁴	⁴²	11091:4, 35:3, 4486:4	Chinese cabbage / gourd / wood
1314-3	t	3	³³	²¹	Ø	⁴³	³³	³³	Ø	³¹	³¹	³³	³¹	³³	³¹	³³	Ø	9896:3, 1324:3, 8801:3	busy / sleeve / thief
846-2	t	2	³³	³³	¹³	Ø	⁵⁵	³³	²⁴	⁵³	Ø	Ø	⁵⁵	³³	⁴⁴	³³	Ø	7203:3, 2796:2	difficult / peanut
1177-4	t	4	³	³³	⁵⁵	⁵⁵	³	²⁴	³³	³³	⁵³	Ø	³¹	³³	⁵³	³³	²⁴	7624:2, 7589:3, 9614:3, 2855:4	dirty / dove / quick/ fast / rabbit / sock (stocking) / sweat
1170-3	t	3	³	⁴²	²	⁵⁵	³¹³	⁵	¹³	³¹	Ø	³¹	⁵	³³	³⁵	³	⁵³	1498:2, 7340:3, 4063:3	cane/ vine / firewood / fox / fruit / grass / grave / pillow / rope / shoulder / stove
178-2	t	2	³	³⁵	²	⁴³	³	³¹	³³	³	⁴²	³	³¹	³³	³⁵	³	²⁴	1197:4, 8356:2	broom / leg / shadow / tongue
390-2	t	2	³	⁴²	¹³	²¹	³⁵	⁵	Ø	³	Ø	⁵⁵	³¹	¹¹	³⁵	³	²⁴	958:2, 3170:3	bed / boat / earthen jar / gong / hat / lock / mountain / scissors / tree / village / winnowing fan
717-2	t	2	³	⁴²	²	³¹	Ø	³¹	³³	³	³¹	Ø	³⁵	³³	⁴⁴	⁴⁴	⁴²	10528:2, 4339:3	ear / give birth / mouth / vegetable knife
1031-2	t	2	³	⁴²	²	⁵⁵	³⁵	³³	Ø	³	⁵³	Ø	Ø	³³	⁴⁴	³	²²	11002:2, 6641:2	neck / window
217-1	t	1	³	Ø	³¹	²⁴	³¹	Ø	Ø	³	Ø	³	Ø	³³	Ø	³	Ø	6156:2	middle
750-1	t	1	³	Ø	⁵⁵	³¹	Ø	Ø	Ø	Ø	¹³	Ø	Ø	⁴⁴	Ø	Ø	Ø	10225:2	tongs
970-2	t	2	²¹³	²⁴	²⁴	Ø	³⁵	²	²⁴	Ø	⁴⁴	⁵³	²	⁵⁵	⁴⁴	³	Ø	6042:2, 7046:3	maize/ corn / outside / spoon
358-21	t	21	²²	⁴²	²²	¹³	³¹	²⁴	⁵³	¹³	³¹	⁴⁴	³⁵	²²	⁴²	³²	²²	2778:3, 374:2, 9328:4, 1841:3, 3369:3, 8401:3, 9068:2, 522:2, 559:2, 1843:2, 3572:3, 85:2, 2833:2, 3510:2, 5646:2, 6561:3, 3495:2, 4324:3, 7080:3, 7994:3, 8496:2	a blind person / ask / be (copula) / be not (negated copula) / chopsticks / die / diligent / enter (a house) / fall / fall over/ down / fat / give / lazy / nasal mucus / nose / owl / run / sharp / shoulder / sparrow / steal
342-5	t	5	²²	²¹	²²	¹³	³¹	²⁴	⁵³	¹³	³¹	⁵⁵	³⁵	²²	⁴²	³²	²²	9575:3, 1:3, 1287:3, 3224:4, 10108:3	(rain) fall / bird / burn / easy / good / rain / swallow / to wind( thread one a keel)
1184-4	t	4	²²	³¹	²²	¹³	Ø	²	⁵³	³⁵	³¹	Ø	⁵⁵	²²	⁴⁴	³²	Ø	10865:2, 3570:2, 6971:2, 5351:2	fat / inside / oneself / where
241-3	t	3	²²	³⁵	¹³	⁵⁵	³¹³	⁵⁵	³³	⁵⁵	¹³	³	⁵⁵	¹³	⁴⁴	³³	²⁴	9957:3, 2912:3, 10450:3	dog / this / under
574-3	t	3	²²	³⁵	¹³	⁵⁵	³¹³	⁵⁵	³³	⁵⁵	⁵³	⁵⁵	⁵⁵	¹³	⁴⁴	⁴⁴	⁴⁴	6835:3, 4724:2, 10336:2	hand / nail / now / turn around
634-3	t	3	²²	²¹	²²	¹³	³¹	²⁴	⁵³	³⁵	³¹	¹¹	³⁵	²²	²²	³²	²²	1791:2, 4906:3, 633:2	be tired / chisel / heavy (in taste)
807-3	t	3	²²	³¹	³¹	²¹	²³¹	⁵⁵	²²	⁵⁵	⁵⁵	³¹	⁵⁵	²²	¹¹	³²	²⁴	4798:3, 7436:3, 2389:3	cover up (objects) / he or she / pond
1099-3	t	3	²²	³⁵	⁴²	⁴³	⁵⁵	⁵⁵	⁴⁴	³³	⁴²	⁵⁵	⁵⁵	⁴⁴	³⁵	⁵⁵	⁵³	6262:3, 4001:2, 1713:2	chest / forenoon / morning
1229-3	t	3	²²	⁴²	²²	²⁴	³¹	⁵⁵	²¹²	⁵⁵	³¹	¹¹	⁵⁵	¹¹	⁴⁴	³²	⁵³	6791:3, 6003:2, 4147:3	front / low (short) / nose
1261-3	t	3	²²	³⁵	⁴²	⁵⁵	³¹³	⁵⁵	⁴⁴	³³	¹³	⁵³	⁵⁵	Ø	²²	³²	Ø	10599:3, 3509:4, 4152:3	fall over/ down / front / vomit
100-2	t	2	²²	²¹	²²	¹³	³¹	²⁴	⁵³	³³	³¹	⁴⁴	³⁵	²²	⁵³	³²	²²	3628:2, 6556:4	few / nasal mucus
298-2	t	2	²²	³⁵	¹³	⁵⁵	³¹³	⁴⁴	³³	⁵⁵	¹³	³¹	⁴⁴	¹³	⁴⁴	³³	²⁴	923:3, 8234:2	blood / scold
329-2	t	2	²²	⁴²	²²	⁴⁴	³¹	²⁴	⁵³	¹³	³¹	⁴⁴	³⁵	²²	⁴²	³²	Ø	8322:3, 8146:3	scale / seven
468-2	t	2	²²	Ø	²	Ø	³⁵	⁵	³⁵	³	Ø	³	⁵	³³	³⁵	⁵⁴	Ø	8727:2, 7005:2	onion/ scallion / skin / snow / swallow
931-2	t	2	²²	³¹	¹³	²¹	³⁵	⁵⁵	⁵³	Ø	³¹	⁴⁴	³¹	²¹	⁵³	Ø	⁵³	10893:2, 1714:3	chest / which
1140-2	t	2	²²	Ø	²⁴	²⁴	¹¹	⁵⁵	Ø	⁵⁵	Ø	¹¹	Ø	²¹	²²	³²	Ø	65:4, 9850:2	I / they
152-1	t	1	²²	Ø	Ø	²¹	Ø	⁵⁵	²²	Ø	⁵⁵	³¹	⁵⁵	Ø	Ø	¹³	⁴⁴	9846:2	they
684-2	n	2	ɿ	i	i	i	ɿ	o	ɿ	ɿ	Ø	i	ɿ	Ø	i	ɿ	Ø	7624:1, 290:1	angular / dove / rabbit / sock (stocking)
710-2	n	2	ɿ	au	e	a	e	ei	a	ai	a	ei	ei	eu	Ø	ai	u	6262:2, 10225:1	morning / tongs
224-1	n	1	ɿ	Ø	ə	Ø	ɿ	a	Ø	i	Ø	Ø	ɑ	a	ɑ	Ø	Ø	8356:1	shadow
1284-6	n	6	ə	ə	ã	a	u	a	a	a	ɯ	a	ɑ	a	ɑ	o	a	287:2, 3191:2, 743:1, 4324:1, 8235:2, 9345:1	angular / bee / earthworm / give / scold / step
1144-3	n	3	ə	ɔ	ɛ	Ø	Ø	i	Ø	o	e	o	i	u	o	o	u	7569:2, 118:2, 1256:1	a deaf person / bull / grandfather / push
954-2	n	2	ə	Ø	Ø	o	eu	a	Ø	Ø	Ø	a	ə	eu	ɛ	e	e	6558:1, 3171:1	cucumber / earthen jar / nasal mucus / sand / tea
735-1	n	1	ə	Ø	Ø	Ø	Ø	Ø	ɛ	Ø	Ø	Ø	Ø	u	ɯ	ə	Ø	7046:1	outside
1221-4	n	4	Ø	ɛ	ɯ	o	a	u	eu	əɯ	u	Ø	u	eu	o	eu	e	5633:2, 8847:1, 4635:2, 10634:2	green / laugh (smile) / smoke / wall
941-3	n	3	Ø	i	o	i	i	ei	i	ɿ	ɔ	i	i	e	i	i	Ø	3418:1, 10899:1, 9105:1	everybody / speak / what / which
1015-3	n	3	Ø	əi	ə	o	e	u	ɔ	əɯ	Ø	ei	u	eɯ	o	Ø	Ø	8495:1, 5838:1, 10837:1	lightning / shoulder / thunder / what
1087-3	n	3	Ø	əu	u	a	au	a	ɔ	əɯ	Ø	i	ɑ	a	ə	au	u	5232:2, 7340:2, 6428:1	hug (embrace) / move (something) / pillow
1219-3	n	3	Ø	u	ə	o	o	əu	a	əɯ	u	o	o	eɯ	o	o	au	2386:1, 9270:1, 4816:1	cover up (objects) / head / stand up
1323-3	n	3	Ø	a	i	ai	Ø	ɛ	au	au	au	ɔ	æ	Ø	a	ɒ	eu	1569:2, 8146:2, 8358:2	cat / scale / shadow
1326-3	n	3	Ø	au	u	Ø	ai	o	Ø	i	i	a	o	o	o	au	Ø	5008:1, 310:1, 11228:1	ant / hoe / peanut / tiger / younger brother
1351-3	n	3	Ø	Ø	õ	au	ei	a	ei	ei	ai	o	a	a	ɑ	a	Ø	957:1, 4080:1, 5190:2	boat / fragrant (smell) / hot pepper/ chili
1371-3	n	3	Ø	Ø	u	a	o	a	eu	i	u	i	ɑ	ei	ɑ	oi	Ø	10599:2, 3534:2, 10091:2	fan (can be held by single hand) / to smell / vomit
1386-3	n	3	Ø	Ø	Ø	au	ai	əu	Ø	-	u	Ø	ɿ	Ø	Ø	Ø	-	5426:1, 562:1, 5291:1	be not (negated copula) / husband / itch / not
1390-3	n	3	Ø	Ø	ə	eu	a	o	eu	o	Ø	Ø	ɑu	o	ɑ	eu	oi	5316:1, 4865:2, 7084:2	heart / inhale / owl
244-2	n	2	Ø	i	ə̃	a	e	a	i	i	a	ei	a	e	Ø	o	ai	3464:2, 7245:1	eye / pear
328-2	n	2	Ø	au	ə	o	o	əu	o	əɯ	au	o	u	eɯ	u	u	au	7725:1, 2042:1	cloud / return
462-2	n	2	Ø	a	ɛ	ɔ	a	ɛ	ɛ	ai	ai	a	ə	æ̃	ɯ	ə	a	5353:2, 1258:2	bull / inside / under
466-2	n	2	Ø	ə	i	Ø	a	a	eu	u	ɔ	a	ə	eu	u	Ø	o	10982:1, 7969:1	round / saliva / soup / well / wind
523-2	n	2	Ø	əi	ə	eu	a	o	a	a	i	a	o	a	o	au	i	8101:2, 3326:1	branch/ twig / dust / elder sister / sand / smoke
566-2	n	2	Ø	a	ĩ	a	e	a	i	Ø	u	ei	ɑ	e	e	o	ai	8308:2, 3495:1	fall / sell
675-2	n	2	Ø	ai	ə	Ø	Ø	o	ɔ	i	o	ɔ	o	o	o	y	Ø	34:2, 8572:1	Chinese cabbage / sickle / white
690-2	n	2	Ø	Ø	õ	au	u	i	a	a	u	ai	i	æ̃	ɑ	a	o	311:1, 10574:1	ant / mosquito / village
800-2	n	2	Ø	a	ẽ	a	au	e	ɛ	Ø	a	ɔ	ei	Ø	ɛ	au	o	4565:1, 834:1	bind (tie up) / grape
826-2	n	2	Ø	Ø	õ	eu	Ø	o	a	a	ɔ	Ø	o	Ø	u	o	Ø	3647:1, 8340:1	field / sew (up)
842-2	n	2	Ø	Ø	ẽ	Ø	u	a	Ø	ei	u	a	ɑ	u	e	e	a	906:2, 1879:2	black / classifier for clothing
844-2	n	2	Ø	əu	ə	a	u	o	ɛ	i	Ø	u	ɑ	a	ɔ	Ø	Ø	2309:2, 4356:1	congee (gruel, porridge) / cooked rice / glutinous rice / rice
869-2	n	2	Ø	au	i	au	u	o	e	a	Ø	o	o	u	o	Ø	au	4021:1, 85:1	a blind person / forget
898-2	n	2	Ø	Ø	õ	ɔ	Ø	u	Ø	o	Ø	ei	o	eu	ɔ	Ø	Ø	4488:2, 7543:1	gourd / pumpkin
908-2	n	2	Ø	ə	õ	o	e	o	Ø	u	ɔ	e	o	eu	u	Ø	Ø	2352:1, 2879:2	cough / dissolve
911-2	n	2	Ø	i	e	Ø	ei	e	a	i	Ø	Ø	e	ẽ	i	u	a	7706:2, 537:2	be hungry / red
913-2	n	2	Ø	ɔi	u	Ø	e	a	Ø	ei	au	ei	e	Ø	e	o	ai	10198:1, 9677:1	sweet potato / tomorrow
973-2	n	2	Ø	a	õ	ɔ	ei	a	Ø	i	Ø	ei	ɑ	ei	e	ə	o	10704:2, 6046:1	aubergine / cooked rice / maize/ corn / pumpkin / water melon
984-2	n	2	Ø	Ø	õ	Ø	-	Ø	Ø	i	u	-	i	Ø	ɯ	-	-	5384:1, 4146:1	belly / front / intestine
1018-2	n	2	Ø	ɛ	ẽ	Ø	a	o	a	ɿ	øe	a	Ø	a	ɑ	au	ɔ	2070:1, 2852:2	coal / dirty / fire / morning / skirt
1023-2	n	2	Ø	ui	ə	Ø	Ø	o	eu	ɯ	a	a	o	ẽ	ɯ	oi	eu	4699:2, 7005:1	hammer / onion/ scallion / snow / swallow
1137-2	n	2	Ø	ə	a	ɔ	a	ə	Ø	əɯ	o	Ø	i	e	Ø	i	i	6071:2, 10838:1	many / what
1146-2	n	2	Ø	Ø	ɯ	u	Ø	u	Ø	i	Ø	ai	e	a	o	ə	Ø	1454:2, 615:1	be thirsty / can (jar) / collar
1197-2	n	2	Ø	Ø	Ø	Ø	eu	ei	ei	e	u	e	e	i	e	ai	Ø	5649:1, 10478:2	lazy / undress (take off clothes)
1202-2	n	2	Ø	ui	e	a	ə	əu	Ø	i	Ø	o	e	ɔ	ɑ	Ø	Ø	10195:1, 9205:2	spoon / tomorrow
1241-2	n	2	Ø	Ø	i	ɔ	Ø	o	Ø	i	Ø	a	a	ui	u	Ø	ui	2541:1, 803:1	bend (curved) / cupboard
1242-2	n	2	Ø	au	ɛ	au	au	ə	au	u	Ø	o	Ø	Ø	Ø	Ø	eu	3817:2, 9850:1	float / they
1262-2	n	2	Ø	Ø	ə̃	o	u	i	Ø	əɯ	i	i	Ø	Ø	ɔ	eu	Ø	715:1, 9897:1	bedbug / thief
1266-2	n	2	Ø	Ø	õ	Ø	o	o	a	Ø	au	ei	Ø	æ̃	ɛ	eu	Ø	6589:1, 7049:1	navel / outside
1267-2	n	2	Ø	əu	Ø	e	o	ei	Ø	i	e	Ø	ə	i	Ø	a	Ø	6925:1, 8404:1	belly / maize/ corn / old man / sharp
1302-2	n	2	Ø	Ø	ə	eu	Ø	Ø	ei	a	Ø	o	Ø	Ø	u	au	oi	8075:1, 2212:1	column / salty
1382-2	n	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	əɯ	Ø	i	y	ɔ	ɯ	o	Ø	1690:1, 10533:2	Chinese cabbage / chair / vegetable / vegetable knife
