ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY
7055	287	boiled water	EasternXiangxi	Xiangxi, East	ʔu⁵³bo¹³	ʔu⁵³bo¹³	ʔ u ⁵³ + b o ¹³	east2371	3362	28.124036	109.890473	
7056	287	boiled water	NorthernQiandong	Qiandong, North	ʔə³³pu⁴⁴	ʔə³³pu⁴⁴	ʔ ə ³³ + p u ⁴⁴	nort2747	3362	26.68993	108.401145	
7057	287	boiled water	SouthernQiandong	Qiandong, South	ʔu¹³hɔ⁴⁴	ʔu¹³hɔ⁴⁴	ʔ u ¹³ + h ɔ ⁴⁴	sout2754	3362	25.520166	108.779365	
7058	287	boiled water	WesternQiandong	Qiandong, West	ʔeu⁴⁴pɔ³³	ʔeu⁴⁴pɔ³³	ʔ eu ⁴⁴ + p ɔ ³³		3362	26.43106	107.68758	
7059	287	boiled water	WesternBaheng	Baheng, West	ʔaŋ³⁵mei⁵⁵	ʔaŋ³⁵mei⁵⁵	ʔ a ŋ ³⁵ + m ei ⁵⁵	pahn1237	3362	25.74971	109.286281	
7060	287	boiled water	EasternBahen	Baheng, East	ʔaŋ³⁵mpi⁵⁵	ʔaŋ³⁵mpi⁵⁵	ʔ a ŋ ³⁵ + ⁿp i ⁵⁵	pahn1237	3362	27.11733	111.02615	
7061	287	boiled water	Dongnu	Dongnu	ʔau³³mpa⁴²	ʔau³³mpa⁴²	ʔ au ³³ + ⁿp a ⁴²	dong1287	3362	24.201523	107.957327	
7062	287	boiled water	Nunu	Nunu	ʔaŋ³³ʔlat³⁵	ʔaŋ³³ʔlat³⁵	ʔ a ŋ ³³ + ˀl a t ³⁵	nunu1247	3362	24.232341	107.194266	
7063	287	boiled water	Numao	Numao	ʔou³³kʰuŋ³³	ʔou³³kʰuŋ³³	ʔ ɔ ³³ + kʰ u ŋ ³³	numa1251	3362	25.447767	108.064732	
7064	287	boiled water	Bana	Bana	ʔŋ̩¹³pŋ³¹³	ʔŋ̩¹³pŋ³¹³	ˀŋ ŋ̍ ¹³ + p ŋ ³¹³		3362	26.265147	110.096902	
7065	287	boiled water	Younuo	Younuo	mu⁵⁴ʔŋ̩⁴⁴	mu⁵⁴ʔŋ̩⁴⁴	m u ⁵⁴ + ˀŋ ŋ̍ ⁴⁴	youn1235	3362	25.730893	110.115975	
7066	287	boiled water	She	She	ʔɔŋ²²pʰɔŋ³¹	ʔɔŋ²²pʰɔŋ³¹	ʔ ɔ ŋ ²² + pʰ ɔ ŋ ³¹	shee1238	3362	26.264261	110.096988	
7067	287	boiled water	Jiongnai	Jiongnai	ʔɒŋ⁴⁴mpei³⁵	ʔɒŋ⁴⁴mpei³⁵	ʔ ɒ ŋ ⁴⁴ + ⁿp ei ³⁵	jion1236	3362	24.071002	110.105752	
7068	287	boiled water	Mien	Mien	ʔoːm³³bei²⁴	ʔoːm³³bei²⁴	ʔ oː m ³³ + b ei ²⁴	iumi1238	3362	24.172823	110.054488	
7069	287	boiled water	KimMun	Kim Mun	ʔuːom³⁵bei⁵⁵	ʔuːom³⁵bei⁵⁵	ʔ uːo m ³⁵ + b ei ⁵⁵	kimm1245	3362	18.955781	109.86012	
7070	287	boiled water	BiaoMin	Biao Min	ʔən³³kun²⁴	ʔən³³kun²⁴	ʔ ə n ³³ + k u n ²⁴	biao1254	3362	25.82286	111.29622	
7071	287	boiled water	ZaoMin	Zao Min	m̩²⁴bui⁴²	m̩²⁴bui⁴²	m m̩ ²⁴ + b ui ⁴²	dzao1238	3362	24.612303	112.266749	
2742	111	bone	EasternLuobuohe	Luobuohe, Eastern	ʔa⁰²tsʰuŋ⁵⁵	ʔa⁰²tsʰuŋ⁵⁵	ʔ a ⁰/² + tsʰ u ŋ ⁵⁵	luop1235	1394	26.63966	107.913354	
2743	111	bone	WesternLuobuohe	Luobuohe, Western	qo⁰⁵tsʰoŋ⁵⁵	qo⁰⁵tsʰoŋ⁵⁵	q o ⁰/⁵ + tsʰ o ŋ ⁵⁵	luop1235	1394	26.854607	107.226676	
2744	111	bone	Chuanqiandian	Chuanqiandian	tsʰaŋ⁴⁴	tsʰaŋ⁴⁴	tsʰ a ŋ ⁴⁴	chua1256	1394	27.51846	105.421028	
2745	111	bone	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	qə⁰²sʰã¹³	qə⁰²sʰã¹³	q ə ⁰/² + sʰ ã ¹³	nort2749	1394	26.231562	106.861969	
2746	111	bone	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	saŋ²³²	saŋ²³²	s a ŋ ²³²	cent1394	1394	25.586343	106.323467	
2747	111	bone	NortheastYunnanChuanqiandian	Chuanqiandian, Northeast Yunnan	ʔa³³tsʰaɯ³³	ʔa³³tsʰaɯ³³	ʔ a ³³ + tsʰ aɯ ³³	larg1235	1394	27.096059	103.698607	
2748	111	bone	WesternXiangxi	Xiangxi, West	qo³⁵soŋ⁴⁴	qo³⁵soŋ⁴⁴	q o ³⁵ + s o ŋ ⁴⁴	west2430	1394	28.33212	109.422366	
2749	111	bone	EasternXiangxi	Xiangxi, East	ki⁵⁵saŋ⁵⁵	ki⁵⁵saŋ⁵⁵	k i ⁵⁵ + s a ŋ ⁵⁵	east2371	1394	28.124036	109.890473	
2750	111	bone	NorthernQiandong	Qiandong, North	po³⁵sʰoŋ³⁵	po³⁵sʰoŋ³⁵	p o ³⁵ + sʰ o ŋ ³⁵	nort2747	1394	26.68993	108.401145	
2751	111	bone	EasternQiandong	Qiandong, East	suŋ³³	suŋ³³	s u ŋ ³³	east2370	1394	27.78098	110.499463	
2752	111	bone	SouthernQiandong	Qiandong, South	sam⁵³	sam⁵³	s a m ⁵³	sout2754	1394	25.520166	108.779365	
2753	111	bone	WesternQiandong	Qiandong, West	sʰuŋ¹³	sʰuŋ¹³	sʰ u ŋ ¹³		1394	26.43106	107.68758	
2754	111	bone	WesternBaheng	Baheng, West	qa⁰³soŋ³¹	qa⁰³soŋ³¹	q a ⁰/³ + s o ŋ ³¹	pahn1237	1394	25.74971	109.286281	
2755	111	bone	EasternBahen	Baheng, East	qa⁰³suŋ³¹³	qa⁰³suŋ³¹³	q a ⁰/³ + s u ŋ ³¹³	pahn1237	1394	27.11733	111.02615	
2756	111	bone	Dongnu	Dongnu	ʔa⁰²səŋ⁵³	ʔa⁰²səŋ⁵³	ʔ a ⁰/² + s ə ŋ ⁵³	dong1287	1394	24.201523	107.957327	
2757	111	bone	Nunu	Nunu	son³⁵	son³⁵	s o n ³⁵	nunu1247	1394	24.232341	107.194266	
2758	111	bone	Numao	Numao	saŋ¹³	saŋ¹³	s a ŋ ¹³	numa1251	1394	25.447767	108.064732	
2759	111	bone	Bana	Bana	tɬʰuŋ⁴⁴tɬʰuŋ⁴⁴	tɬʰuŋ⁴⁴tɬʰuŋ⁴⁴	tɬʰ u ŋ ⁴⁴ + tɬʰ u ŋ ⁴⁴		1394	26.265147	110.096902	
2760	111	bone	Younuo	Younuo	tʰaŋ³³	tʰaŋ³³	tʰ a ŋ ³³	youn1235	1394	25.730893	110.115975	
2761	111	bone	She	She	suŋ⁵⁵kɔ⁵⁵	suŋ⁵⁵kɔ⁵⁵	s u ŋ ⁵⁵ + k ɔ ⁵⁵	shee1238	1394	26.264261	110.096988	
2762	111	bone	Jiongnai	Jiongnai	θəŋ⁵³	θəŋ⁵³	θ ə ŋ ⁵³	jion1236	1394	24.071002	110.105752	
2763	111	bone	Mien	Mien	buŋ⁵³	buŋ⁵³	b u ŋ ⁵³	iumi1238	1394	24.172823	110.054488	
2764	111	bone	KimMun	Kim Mun	toŋ⁵¹	toŋ⁵¹	t o ŋ ⁵¹	kimm1245	1394	18.955781	109.86012	
2765	111	bone	BiaoMin	Biao Min	suə³⁵	suə³⁵	s u/w ə ³⁵	biao1254	1394	25.82286	111.29622	
2766	111	bone	ZaoMin	Zao Min	hiŋ²⁴	hiŋ²⁴	h i ŋ ²⁴	dzao1238	1394	24.612303	112.266749	
10298	422	book	EasternLuobuohe	Luobuohe, Eastern	qo⁰⁵nto⁵⁵ʔa²⁴	qo⁰⁵nto⁵⁵ʔa²⁴	q o ⁰/⁵ + ⁿt o ⁵⁵ + ʔ a ²⁴	luop1235	963	26.63966	107.913354	
10299	422	book	WesternLuobuohe	Luobuohe, Western	ʔə⁰²nto⁵⁵	ʔə⁰²nto⁵⁵	ʔ ə ⁰/² + ⁿt o ⁵⁵	luop1235	963	26.854607	107.226676	
10300	422	book	Chuanqiandian	Chuanqiandian	nteu⁵⁵	nteu⁵⁵	ⁿt eu ⁵⁵	chua1256	963	27.51846	105.421028	
10301	422	book	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	ntə¹³	ntə¹³	ⁿt ə ¹³	nort2749	963	26.231562	106.861969	
10302	422	book	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	ntə⁴²	ntə⁴²	ⁿt ə ⁴²	cent1394	963	25.586343	106.323467	
10303	422	book	NortheastYunnanChuanqiandian	Chuanqiandian, Northeast Yunnan	ntey⁵⁵	ntey⁵⁵	ⁿt ey ⁵⁵	larg1235	963	27.096059	103.698607	
10304	422	book	WesternXiangxi	Xiangxi, West	pei⁵³ntə⁴⁴	pei⁵³ntə⁴⁴	p ei ⁵³ + ⁿt ə ⁴⁴	west2430	963	28.33212	109.422366	
10305	422	book	EasternXiangxi	Xiangxi, East	pen¹³da⁵⁵	pen¹³da⁵⁵	p e n ¹³ + d a ⁵⁵	east2371	963	28.124036	109.890473	
10306	422	book	NorthernQiandong	Qiandong, North	tu³⁵	tu³⁵	t u ³⁵	nort2747	963	26.68993	108.401145	
10307	422	book	EasternQiandong	Qiandong, East	ɕy²⁴	ɕy²⁴	ɕ y ²⁴	east2370	963	27.78098	110.499463	
10308	422	book	SouthernQiandong	Qiandong, South	lei³¹	lei³¹	l ei ³¹	sout2754	963	25.520166	108.779365	
10309	422	book	WesternQiandong	Qiandong, West	to¹³	to¹³	t o ¹³		963	26.43106	107.68758	
10310	422	book	WesternBaheng	Baheng, West	nɔ³¹	nɔ³¹	n ɔ ³¹	pahn1237	963	25.74971	109.286281	
10311	422	book	EasternBahen	Baheng, East	ɕi⁵⁵	ɕi⁵⁵	ɕ i ⁵⁵	pahn1237	963	27.11733	111.02615	
10312	422	book	Dongnu	Dongnu	θu³³	θu³³	θ u ³³	dong1287	963	24.201523	107.957327	
10313	422	book	Nunu	Nunu	sɿ³³	sɿ³³	s ɿ ³³	nunu1247	963	24.232341	107.194266	
10314	422	book	Numao	Numao	pei⁵³nto¹³	pei⁵³nto¹³	p ei ⁵³ + ⁿt o ¹³	numa1251	963	25.447767	108.064732	
10315	422	book	Bana	Bana	du⁴⁴	du⁴⁴	d u ⁴⁴		963	26.265147	110.096902	
10316	422	book	Younuo	Younuo	neu³³	neu³³	n eu ³³	youn1235	963	25.730893	110.115975	
10317	422	book	She	She	tɔ⁵⁵	tɔ⁵⁵	t ɔ ⁵⁵	shee1238	963	26.264261	110.096988	
10318	422	book	Jiongnai	Jiongnai	ntau⁵³	ntau⁵³	ⁿt au ⁵³	jion1236	963	24.071002	110.105752	
10319	422	book	Mien	Mien	səu³³	səu³³	s əu ³³	iumi1238	963	24.172823	110.054488	
10320	422	book	KimMun	Kim Mun	teu¹¹	teu¹¹	t eu ¹¹	kimm1245	963	18.955781	109.86012	
10321	422	book	BiaoMin	Biao Min	səu³³	səu³³	s əu ³³	biao1254	963	25.82286	111.29622	
10322	422	book	ZaoMin	Zao Min	su⁴⁴	su⁴⁴	s u ⁴⁴	dzao1238	963	24.612303	112.266749	
18012	731	borrow (money)	EasternLuobuohe	Luobuohe, Eastern	ntsa²⁴	ntsa²⁴	ⁿts a ²⁴	luop1235	1823	26.63966	107.913354	
18013	731	borrow (money)	WesternLuobuohe	Luobuohe, Western	tsɑ⁵⁵	tsɑ⁵⁵	ts ɑ ⁵⁵	luop1235	1823	26.854607	107.226676	
18014	731	borrow (money)	Chuanqiandian	Chuanqiandian	tsai³³	tsai³³	ts ai ³³	chua1256	1823	27.51846	105.421028	
18015	731	borrow (money)	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	se⁴²	se⁴²	s e ⁴²	nort2749	1823	26.231562	106.861969	
18016	731	borrow (money)	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	se⁴⁴	se⁴⁴	s e ⁴⁴	cent1394	1823	25.586343	106.323467	
18017	731	borrow (money)	NortheastYunnanChuanqiandian	Chuanqiandian, Northeast Yunnan	tsai¹¹	tsai¹¹	ts ai ¹¹	larg1235	1823	27.096059	103.698607	
18018	731	borrow (money)	WesternXiangxi	Xiangxi, West	qɑ⁴⁴	qɑ⁴⁴	q ɑ ⁴⁴	west2430	1823	28.33212	109.422366	
18019	731	borrow (money)	EasternXiangxi	Xiangxi, East	qa⁵⁵	qa⁵⁵	q a ⁵⁵	east2371	1823	28.124036	109.890473	
18020	731	borrow (money)	NorthernQiandong	Qiandong, North	tʰu³³	tʰu³³	tʰ u ³³	nort2747	1823	26.68993	108.401145	
18021	731	borrow (money)	EasternQiandong	Qiandong, East	lou⁵³	lou⁵³	l ɔ ⁵³	east2370	1823	27.78098	110.499463	
18022	731	borrow (money)	SouthernQiandong	Qiandong, South	lau²²	lau²²	l au ²²	sout2754	1823	25.520166	108.779365	
18023	731	borrow (money)	WesternQiandong	Qiandong, West	leɯ²²	leɯ²²	l eɯ ²²		1823	26.43106	107.68758	
18024	731	borrow (money)	WesternBaheng	Baheng, West	qa³¹	qa³¹	q a ³¹	pahn1237	1823	25.74971	109.286281	
18025	731	borrow (money)	EasternBahen	Baheng, East	qa³¹³	qa³¹³	q a ³¹³	pahn1237	1823	27.11733	111.02615	
18026	731	borrow (money)	Dongnu	Dongnu	tsu⁴²	tsu⁴²	ts u ⁴²	dong1287	1823	24.201523	107.957327	
18027	731	borrow (money)	Nunu	Nunu	sia¹³	sia¹³	s i/j a ¹³	nunu1247	1823	24.232341	107.194266	
18028	731	borrow (money)	Numao	Numao	tsa⁴⁴	tsa⁴⁴	ts a ⁴⁴	numa1251	1823	25.447767	108.064732	
18029	731	borrow (money)	Bana	Bana	ka⁴⁴	ka⁴⁴	k a ⁴⁴		1823	26.265147	110.096902	
18030	731	borrow (money)	Younuo	Younuo	ka³²	ka³²	k a ³²	youn1235	1823	25.730893	110.115975	
18031	731	borrow (money)	She	She	ke⁵⁵	ke⁵⁵	k e ⁵⁵	shee1238	1823	26.264261	110.096988	
18032	731	borrow (money)	Jiongnai	Jiongnai	lu¹¹	lu¹¹	l u ¹¹	jion1236	1823	24.071002	110.105752	
18033	731	borrow (money)	Mien	Mien	ka⁵³	ka⁵³	k a ⁵³	iumi1238	1823	24.172823	110.054488	
18034	731	borrow (money)	KimMun	Kim Mun	ka⁵¹	ka⁵¹	k a ⁵¹	kimm1245	1823	18.955781	109.86012	
18035	731	borrow (money)	BiaoMin	Biao Min	kɔ³⁵	kɔ³⁵	k ɔ ³⁵	biao1254	1823	25.82286	111.29622	
18036	731	borrow (money)	ZaoMin	Zao Min	ko²⁴	ko²⁴	k o ²⁴	dzao1238	1823	24.612303	112.266749	
8716	356	bow	WesternLuobuohe	Luobuohe, Western	tse³⁵	tse³⁵	ts e ³⁵	luop1235	994	26.854607	107.226676	
8717	356	bow	Chuanqiandian	Chuanqiandian	n̥en⁵⁵	n̥en⁵⁵	n̥ e n ⁵⁵	chua1256	994	27.51846	105.421028	
8718	356	bow	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	n̥ĩ¹³	n̥ĩ¹³	n̥ ĩ ¹³	nort2749	994	26.231562	106.861969	
8719	356	bow	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	nen²³²	nen²³²	n e n ²³²	cent1394	994	25.586343	106.323467	
8720	356	bow	NortheastYunnanChuanqiandian	Chuanqiandian, Northeast Yunnan	n̥ɯ⁵⁵	n̥ɯ⁵⁵	n̥ ɯ ⁵⁵	larg1235	994	27.096059	103.698607	
8721	356	bow	WesternXiangxi	Xiangxi, West	koŋ⁴⁴	koŋ⁴⁴	k o ŋ ⁴⁴	west2430	994	28.33212	109.422366	
8722	356	bow	EasternXiangxi	Xiangxi, East	kuŋ³³	kuŋ³³	k u ŋ ³³	east2371	994	28.124036	109.890473	
8723	356	bow	NorthernQiandong	Qiandong, North	n̥en³⁵	n̥en³⁵	n̥ e n ³⁵	nort2747	994	26.68993	108.401145	
8724	356	bow	EasternQiandong	Qiandong, East	keŋ²⁴	keŋ²⁴	k e ŋ ²⁴	east2370	994	27.78098	110.499463	
8725	356	bow	SouthernQiandong	Qiandong, South	so¹³	so¹³	s o ¹³	sout2754	994	25.520166	108.779365	
8726	356	bow	WesternQiandong	Qiandong, West	qɔ¹³nei¹³sʰei⁴⁴	qɔ¹³nei¹³sʰei⁴⁴	q ɔ ¹³ + n ei ¹³ + sʰ ei ⁴⁴		994	26.43106	107.68758	
8727	356	bow	WesternBaheng	Baheng, West	n̥e³¹; qa⁰³neŋ⁵⁵	n̥e³¹	n̥ e ³¹	pahn1237	994	25.74971	109.286281	
8728	356	bow	WesternBaheng	Baheng, West	n̥e³¹; qa⁰³neŋ⁵⁵	qa⁰³neŋ⁵⁵	q a ⁰/³ + n e ŋ ⁵⁵	pahn1237	994	25.74971	109.286281	
8729	356	bow	EasternBahen	Baheng, East	mpʰe³¹³	mpʰe³¹³	ⁿpʰ e ³¹³	pahn1237	994	27.11733	111.02615	
8730	356	bow	Dongnu	Dongnu	n̥ɔ⁵³	n̥ɔ⁵³	n̥ ɔ ⁵³	dong1287	994	24.201523	107.957327	
8731	356	bow	Nunu	Nunu	nok³⁵	nok³⁵	n o k ³⁵	nunu1247	994	24.232341	107.194266	
8732	356	bow	Numao	Numao	tje⁵³	tje⁵³	t j e ⁵³	numa1251	994	25.447767	108.064732	
8733	356	bow	Bana	Bana	kuŋ¹³	kuŋ¹³	k u ŋ ¹³		994	26.265147	110.096902	
8734	356	bow	Younuo	Younuo	kjaŋ⁴⁴	kjaŋ⁴⁴	k j a ŋ ⁴⁴	youn1235	994	25.730893	110.115975	
8735	356	bow	She	She	kuŋ⁵⁵	kuŋ⁵⁵	k u ŋ ⁵⁵	shee1238	994	26.264261	110.096988	
8736	356	bow	Jiongnai	Jiongnai	n̥e⁵³	n̥e⁵³	n̥ e ⁵³	jion1236	994	24.071002	110.105752	
8737	356	bow	Mien	Mien	tɕoːŋ³³	tɕoːŋ³³	tɕ oː ŋ ³³	iumi1238	994	24.172823	110.054488	
8738	356	bow	KimMun	Kim Mun	na⁵¹	na⁵¹	n a ⁵¹	kimm1245	994	18.955781	109.86012	
8739	356	bow	ZaoMin	Zao Min	no²⁴	no²⁴	n o ²⁴	dzao1238	994	24.612303	112.266749	
9317	381	bowl	EasternLuobuohe	Luobuohe, Eastern	qo⁰⁵kʰuŋ³¹	qo⁰⁵kʰuŋ³¹	q o ⁰/⁵ + kʰ u ŋ ³¹	luop1235	1530	26.63966	107.913354	
9318	381	bowl	WesternLuobuohe	Luobuohe, Western	ʔə⁰²kʰoŋ³¹	ʔə⁰²kʰoŋ³¹	ʔ ə ⁰/² + kʰ o ŋ ³¹	luop1235	1530	26.854607	107.226676	
9319	381	bowl	Chuanqiandian	Chuanqiandian	nti²⁴	nti²⁴	ⁿt i ²⁴	chua1256	1530	27.51846	105.421028	
9320	381	bowl	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	te³¹	te³¹	t e ³¹	nort2749	1530	26.231562	106.861969	
9321	381	bowl	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	tɪ¹¹	tɪ¹¹	t ɪ ¹¹	cent1394	1530	25.586343	106.323467	
9322	381	bowl	NortheastYunnanChuanqiandian	Chuanqiandian, Northeast Yunnan	kʰo⁵⁵	kʰo⁵⁵	kʰ o ⁵⁵	larg1235	1530	27.096059	103.698607	
9323	381	bowl	WesternXiangxi	Xiangxi, West	qo³⁵ʈe⁵³	qo³⁵ʈe⁵³	q o ³⁵ + ʈ e ⁵³	west2430	1530	28.33212	109.422366	
9324	381	bowl	EasternXiangxi	Xiangxi, East	ki⁰³tei³¹	ki⁰³tei³¹	k i ⁰/³ + t ei ³¹	east2371	1530	28.124036	109.890473	
9325	381	bowl	NorthernQiandong	Qiandong, North	tji⁴⁴	tji⁴⁴	t j i ⁴⁴	nort2747	1530	26.68993	108.401145	
9326	381	bowl	EasternQiandong	Qiandong, East	tɕi⁴⁴; po³³	tɕi⁴⁴	tɕ i ⁴⁴	east2370	1530	27.78098	110.499463	
9327	381	bowl	EasternQiandong	Qiandong, East	tɕi⁴⁴; po³³	po³³	p o ³³	east2370	1530	27.78098	110.499463	
9328	381	bowl	SouthernQiandong	Qiandong, South	tua¹³	tua¹³	t u/w a ¹³	sout2754	1530	25.520166	108.779365	
9329	381	bowl	WesternQiandong	Qiandong, West	te²¹	te²¹	t e ²¹		1530	26.43106	107.68758	
9330	381	bowl	WesternBaheng	Baheng, West	ʔa⁰³po⁵⁵	ʔa⁰³po⁵⁵	ʔ a ⁰/³ + p o ⁵⁵	pahn1237	1530	25.74971	109.286281	
9331	381	bowl	EasternBahen	Baheng, East	la⁰³tai³³	la⁰³tai³³	l a ⁰/³ + t ai ³³	pahn1237	1530	27.11733	111.02615	
9332	381	bowl	Dongnu	Dongnu	pe⁵³	pe⁵³	p e ⁵³	dong1287	1530	24.201523	107.957327	
9333	381	bowl	Nunu	Nunu	ʔon¹³	ʔon¹³	ʔ o n ¹³	nunu1247	1530	24.232341	107.194266	
9334	381	bowl	Numao	Numao	tju⁴⁴	tju⁴⁴	t j u ⁴⁴	numa1251	1530	25.447767	108.064732	
9335	381	bowl	Bana	Bana	tei²²	tei²²	t ei ²²		1530	26.265147	110.096902	
9336	381	bowl	Younuo	Younuo	kə⁰³feŋ⁴⁴	kə⁰³feŋ⁴⁴	k ə ⁰/³ + f e ŋ ⁴⁴	youn1235	1530	25.730893	110.115975	
9337	381	bowl	She	She	huŋ²², ŋ̥ŋ²²	huŋ²²	h u ŋ ²²	shee1238	1530	26.264261	110.096988	
9338	381	bowl	She	She	huŋ²², ŋ̥ŋ²²	ŋ̥ŋ²²	ŋ̥ ŋ ²²	shee1238	1530	26.264261	110.096988	
9339	381	bowl	Jiongnai	Jiongnai	huŋ⁴⁴	huŋ⁴⁴	h u ŋ ⁴⁴	jion1236	1530	24.071002	110.105752	
9340	381	bowl	Mien	Mien	wjɛn⁵³	wjɛn⁵³	w j ɛ n ⁵³	iumi1238	1530	24.172823	110.054488	
9341	381	bowl	KimMun	Kim Mun	van³¹	van³¹	v a n ³¹	kimm1245	1530	18.955781	109.86012	
9342	381	bowl	BiaoMin	Biao Min	wan³⁵	wan³⁵	w a n ³⁵	biao1254	1530	25.82286	111.29622	
9343	381	bowl	ZaoMin	Zao Min	vjan²⁴	vjan²⁴	v j a n ²⁴	dzao1238	1530	24.612303	112.266749	
9074	371	box	EasternLuobuohe	Luobuohe, Eastern	ɕaŋ³³ɕaŋ³³	ɕaŋ³³ɕaŋ³³	ɕ a ŋ ³³ + ɕ a ŋ ³³	luop1235	1465	26.63966	107.913354	
9075	371	box	WesternLuobuohe	Luobuohe, Western	ɕɑŋ⁵⁵tsɿ⁵⁵	ɕɑŋ⁵⁵tsɿ⁵⁵	ɕ ɑ ŋ ⁵⁵ + ts ɿ ⁵⁵	luop1235	1465	26.854607	107.226676	
9076	371	box	Chuanqiandian	Chuanqiandian	tu³³	tu³³	t u ³³	chua1256	1465	27.51846	105.421028	
9077	371	box	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	ɕa²⁴	ɕa²⁴	ɕ a ²⁴	nort2749	1465	26.231562	106.861969	
9078	371	box	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	ʑa²²	ʑa²²	ʑ a ²²	cent1394	1465	25.586343	106.323467	
9079	371	box	NortheastYunnanChuanqiandian	Chuanqiandian, Northeast Yunnan	ɕaɯ⁵⁵ntsɿ³³	ɕaɯ⁵⁵ntsɿ³³	ɕ aɯ ⁵⁵ + ⁿts ɿ ³³	larg1235	1465	27.096059	103.698607	
9080	371	box	WesternXiangxi	Xiangxi, West	qo³⁵ta³⁵	qo³⁵ta³⁵	q o ³⁵ + t a ³⁵	west2430	1465	28.33212	109.422366	
9081	371	box	EasternXiangxi	Xiangxi, East	ɕaŋ⁵³tsɿ³³	ɕaŋ⁵³tsɿ³³	ɕ a ŋ ⁵³ + ts ɿ ³³	east2371	1465	28.124036	109.890473	
9082	371	box	NorthernQiandong	Qiandong, North	loŋ¹¹	loŋ¹¹	l o ŋ ¹¹	nort2747	1465	26.68993	108.401145	
9083	371	box	EasternQiandong	Qiandong, East	ɕaŋ²⁴ɕaŋ²⁴	ɕaŋ²⁴ɕaŋ²⁴	ɕ a ŋ ²⁴ + ɕ a ŋ ²⁴	east2370	1465	27.78098	110.499463	
9084	371	box	SouthernQiandong	Qiandong, South	pu³¹sai³¹	pu³¹sai³¹	p u ³¹ + s ai ³¹	sout2754	1465	25.520166	108.779365	
9085	371	box	WesternQiandong	Qiandong, West	pʰuŋ¹³	pʰuŋ¹³	pʰ u ŋ ¹³		1465	26.43106	107.68758	
9086	371	box	WesternBaheng	Baheng, West	ʔa⁰³tei³⁵	ʔa⁰³tei³⁵	ʔ a ⁰/³ + t ei ³⁵	pahn1237	1465	25.74971	109.286281	
9087	371	box	EasternBahen	Baheng, East	la⁰³ɕaŋ⁵⁵tsɿ⁰³	la⁰³ɕaŋ⁵⁵tsɿ⁰³	l a ⁰/³ + ɕ a ŋ ⁵⁵ + ts ɿ ⁰/³	pahn1237	1465	27.11733	111.02615	
9088	371	box	Dongnu	Dongnu	səŋ³³	səŋ³³	s ə ŋ ³³	dong1287	1465	24.201523	107.957327	
9089	371	box	Nunu	Nunu	siaŋ³³	siaŋ³³	s i/j a ŋ ³³	nunu1247	1465	24.232341	107.194266	
9090	371	box	Numao	Numao	tau⁵³	tau⁵³	t au ⁵³	numa1251	1465	25.447767	108.064732	
9091	371	box	Bana	Bana	sjon¹³tsai⁰⁴	sjon¹³tsai⁰⁴	s j o n ¹³ + ts ai ⁰/⁴		1465	26.265147	110.096902	
9092	371	box	Younuo	Younuo	ɬjeu⁴⁴	ɬjeu⁴⁴	ɬ j eu ⁴⁴	youn1235	1465	25.730893	110.115975	
9093	371	box	She	She	ʔɔ⁵⁵sjɔŋ³³	ʔɔ⁵⁵sjɔŋ³³	ʔ ɔ ⁵⁵ + s j ɔ ŋ ³³	shee1238	1465	26.264261	110.096988	
9094	371	box	Jiongnai	Jiongnai	plo³¹	plo³¹	p l o ³¹	jion1236	1465	24.071002	110.105752	
9095	371	box	Mien	Mien	sjaŋ³³; loŋ²³¹	sjaŋ³³	s j a ŋ ³³	iumi1238	1465	24.172823	110.054488	
9096	371	box	Mien	Mien	sjaŋ³³; loŋ²³¹	loŋ²³¹	l o ŋ ²³¹	iumi1238	1465	24.172823	110.054488	
9097	371	box	KimMun	Kim Mun	kjaŋ³⁵	kjaŋ³⁵	k j a ŋ ³⁵	kimm1245	1465	18.955781	109.86012	
9098	371	box	BiaoMin	Biao Min	ɕɔ³³	ɕɔ³³	ɕ ɔ ³³	biao1254	1465	25.82286	111.29622	
9099	371	box	ZaoMin	Zao Min	sjaŋ²²	sjaŋ²²	s j a ŋ ²²	dzao1238	1465	24.612303	112.266749	
9918	406	bracelet	EasternLuobuohe	Luobuohe, Eastern	qo⁰⁵vu²⁴	qo⁰⁵vu²⁴	q o ⁰/⁵ + v u ²⁴	luop1235	1754	26.63966	107.913354	
