ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY
12052	493	2nd day of the lunar month	NorthernQiandong	Qiandong, North	n̥ɛ³³ʔo³³	n̥ɛ³³ʔo³³	n̥ ɛ ³³ + ʔ o ³³	nort2747	3355	26.68993	108.401145	
12053	493	2nd day of the lunar month	EasternQiandong	Qiandong, East	nei²⁴ʔou²⁴	nei²⁴ʔou²⁴	n ei ²⁴ + ʔ ɔ ²⁴	east2370	3355	27.78098	110.499463	
12054	493	2nd day of the lunar month	SouthernQiandong	Qiandong, South	n̥o¹³ʔu¹³	n̥o¹³ʔu¹³	n̥ o ¹³ + ʔ u ¹³	sout2754	3355	25.520166	108.779365	
12055	493	2nd day of the lunar month	WesternQiandong	Qiandong, West	nei⁴⁴ʔɔ⁴⁴	nei⁴⁴ʔɔ⁴⁴	n ei ⁴⁴ + ʔ ɔ ⁴⁴		3355	26.43106	107.68758	
12056	493	2nd day of the lunar month	WesternBaheng	Baheng, West	heŋ³⁵ʔua³⁵	heŋ³⁵ʔua³⁵	h e ŋ ³⁵ + ʔ u/w a ³⁵	pahn1237	3355	25.74971	109.286281	
12057	493	2nd day of the lunar month	EasternBahen	Baheng, East	ta³³ʔua³⁵	ta³³ʔua³⁵	t a ³³ + ʔ u/w a ³⁵	pahn1237	3355	27.11733	111.02615	
12058	493	2nd day of the lunar month	Dongnu	Dongnu	θəŋ³³ʔɔ³³	θəŋ³³ʔɔ³³	θ ə ŋ ³³ + ʔ ɔ ³³	dong1287	3355	24.201523	107.957327	
12059	493	2nd day of the lunar month	Nunu	Nunu	so¹³ȵi²²	so¹³ȵi²²	s o ¹³ + ȵ i ²²	nunu1247	3355	24.232341	107.194266	
12060	493	2nd day of the lunar month	Numao	Numao	sai³³ʔøe³³	sai³³ʔøe³³	s ai ³³ + ʔ øe ³³	numa1251	3355	25.447767	108.064732	
12061	493	2nd day of the lunar month	Bana	Bana	tʰjeu¹³ŋ̩⁵³	tʰjeu¹³ŋ̩⁵³	tʰ j eu ¹³ + ŋ̩ ⁵³		3355	26.265147	110.096902	
12062	493	2nd day of the lunar month	Younuo	Younuo	tsʰu⁴⁴ŋji³²	tsʰu⁴⁴ŋji³²	tsʰ u ⁴⁴ + ŋ j i ³²	youn1235	3355	25.730893	110.115975	
12063	493	2nd day of the lunar month	She	She	tsʰɔ³³ŋji³⁵	tsʰɔ³³ŋji³⁵	tsʰ ɔ ³³ + ŋ j i ³⁵	shee1238	3355	26.264261	110.096988	
12064	493	2nd day of the lunar month	Jiongnai	Jiongnai	hu⁴⁴ŋji¹¹	hu⁴⁴ŋji¹¹	h u ⁴⁴ + ŋ j i ¹¹	jion1236	3355	24.071002	110.105752	
12065	493	2nd day of the lunar month	Mien	Mien	sɛŋ³³ȵei²¹	sɛŋ³³ȵei²¹	s ɛ ŋ ³³ + ȵ ei ²¹	iumi1238	3355	24.172823	110.054488	
12066	493	2nd day of the lunar month	KimMun	Kim Mun	tʃʰeu¹¹ȵei⁴²	tʃʰeu¹¹ȵei⁴²	tʃʰ eu ¹¹ + ȵ ei ⁴²	kimm1245	3355	18.955781	109.86012	
12067	493	2nd day of the lunar month	BiaoMin	Biao Min	tʰjəu³³ȵi⁴²	tʰjəu³³ȵi⁴²	tʰ j əu ³³ + ȵ i ⁴²	biao1254	3355	25.82286	111.29622	
12068	493	2nd day of the lunar month	ZaoMin	Zao Min	heŋ⁴⁴ȵi²²	heŋ⁴⁴ȵi²²	h e ŋ ⁴⁴ + ȵ i ²²	dzao1238	3355	24.612303	112.266749	
12069	494	3rd day of the lunar month	EasternLuobuohe	Luobuohe, Eastern	sen³¹pzi³¹	sen³¹pzi³¹	s e n ³¹ + p z i ³¹	luop1235	3352	26.63966	107.913354	
12070	494	3rd day of the lunar month	WesternLuobuohe	Luobuohe, Western	sen³¹pji³¹	sen³¹pji³¹	s e n ³¹ + p j i ³¹	luop1235	3352	26.854607	107.226676	
12071	494	3rd day of the lunar month	Chuanqiandian	Chuanqiandian	sa⁴³pe⁴³	sa⁴³pe⁴³	s a ⁴³ + p e ⁴³	chua1256	3352	27.51846	105.421028	
12072	494	3rd day of the lunar month	CentralGuizhouChuanqiandian	Chuanqiandian, Central Guizhou	sʰẽ²⁴pɛ²⁴	sʰẽ²⁴pɛ²⁴	sʰ ẽ ²⁴ + p ɛ ²⁴	nort2749	3352	26.231562	106.861969	
12073	494	3rd day of the lunar month	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	sæn²²pæ³²	sæn²²pæ³²	s æ n ²² + p æ ³²	cent1394	3352	25.586343	106.323467	
12074	494	3rd day of the lunar month	NortheastYunnanChuanqiandian	Chuanqiandian, Northeast Yunnan	sie⁵⁵tsɿ⁵⁵	sie⁵⁵tsɿ⁵⁵	s i/j e ⁵⁵ + ts ɿ ⁵⁵	larg1235	3352	27.096059	103.698607	
12075	494	3rd day of the lunar month	WesternXiangxi	Xiangxi, West	pu³⁵n̥e³⁵ɬɑ⁵³	pu³⁵n̥e³⁵ɬɑ⁵³	p u ³⁵ + n̥ e ³⁵ + ɬ ɑ ⁵³	west2430	3352	28.33212	109.422366	
12076	494	3rd day of the lunar month	EasternXiangxi	Xiangxi, East	pu⁵³n̥ei⁵³ɬa³³	pu⁵³n̥ei⁵³ɬa³³	p u ⁵³ + n̥ ei ⁵³ + ɬ a ³³	east2371	3352	28.124036	109.890473	
